category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
8,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[308, 36, 419, 638]]",Others,0,1024,768,annotator190,022c1f420446d118_Mammal_8,022c1f420446d118_Mammal_8_annotator190
13,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[310, 35, 417, 670]]",Person,0,1024,768,annotator190,022c1f420446d118_Woman_18,022c1f420446d118_Woman_18_annotator190
19,"[0, 1, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",50,0,0,0,8,3,6,7,7,200952.jpg,0,"[[0, 313, 8, 13], [372, 330, 26, 22], [31, 325, 12, 17], [272, 300, 23, 11], [23, 315, 8, 15], [397, 314, 17, 26], [225, 295, 41, 21]]",Printed Material,0,500,375,annotator190,200952_tag_2-3-4-5-6-7-8,200952_tag_2-3-4-5-6-7-8_annotator190
1,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[494, 126, 235, 305]]",Clothing,0,1024,768,annotator190,022c1f420446d118_Clothing_3,022c1f420446d118_Clothing_3_annotator190
11,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[433, 561, 124, 104], [534, 590, 131, 111]]",Others,0,1024,768,annotator190,022c1f420446d118_Roller skates_5-6,022c1f420446d118_Roller skates_5-6_annotator190
10,"[1, 1, 0, 1, 1, 0]",0,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",50,0,0,0,8,3,6,7,7,020feca9b536f1fe.jpg,1,"[[252, 236, 51, 94], [286, 238, 33, 78], [387, 249, 25, 22], [483, 251, 22, 25]]",Others,0,1024,768,annotator190,020feca9b536f1fe_Person_2-3-4-5,020feca9b536f1fe_Person_2-3-4-5_annotator190
13,"[1, 1, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",50,0,0,0,8,3,6,7,7,020feca9b536f1fe.jpg,1,"[[585, 62, 284, 508]]",Person,0,1024,768,annotator190,020feca9b536f1fe_Woman_10,020feca9b536f1fe_Woman_10_annotator190
17,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0]",50,0,0,0,8,3,6,7,7,1011.jpg,0,"[[482, 106, 86, 41]]",Place Identifier,0,640,480,annotator190,1011_signboard_9,1011_signboard_9_annotator190
6,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[408, 68, 110, 91]]",Person,0,1024,768,annotator190,022c1f420446d118_Human head_7,022c1f420446d118_Human head_7_annotator190
18,"[0, 0, 1, 1, 0, 0]",0,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",50,0,0,0,8,3,6,7,7,1011.jpg,0,"[[429, 312, 52, 36], [82, 249, 38, 53], [440, 235, 30, 25], [151, 398, 47, 35], [200, 248, 48, 34], [217, 342, 39, 36]]",Others,0,640,480,annotator190,1011_suitcase_1-2-3-4-5-6,1011_suitcase_1-2-3-4-5-6_annotator190
4,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[307, 166, 227, 222]]",Person,0,1024,768,annotator190,022c1f420446d118_Human arm_17,022c1f420446d118_Human arm_17_annotator190
2,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[441, 564, 116, 54], [542, 590, 115, 67]]",Others,0,1024,768,annotator190,022c1f420446d118_Footwear_9-10,022c1f420446d118_Footwear_9-10_annotator190
5,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",50,0,0,0,8,3,6,7,7,022c1f420446d118.jpg,1,"[[310, 36, 417, 640]]",Person,0,1024,768,annotator190,022c1f420446d118_Human body_4,022c1f420446d118_Human body_4_annotator190
