category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
1,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,5394ab5de1e1a647.jpg,1,"[[252, 12, 129, 96]]",Person,0,768,1024,annotator511,5394ab5de1e1a647_Human hair_1,5394ab5de1e1a647_Human hair_1_annotator511
5,"[0, 0, 1, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,5394ab5de1e1a647.jpg,1,"[[134, 448, 624, 576]]",Table,0,768,1024,annotator511,5394ab5de1e1a647_Table_7,5394ab5de1e1a647_Table_7_annotator511
7,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,118839.jpg,0,"[[0, 4, 636, 419]]",Home interior,0,640,425,annotator511,118839_bed_0,118839_bed_0_annotator511
8,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,118839.jpg,0,"[[297, 123, 48, 51]]",Others,0,640,425,annotator511,118839_brassiere_1,118839_brassiere_1_annotator511
11,"[1, 1, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",40,0,1,0,6,7,9,7,6,164453.jpg,0,"[[25, 62, 177, 152]]",Screen,0,500,281,annotator511,164453_laptop_computer_0,164453_laptop_computer_0_annotator511
3,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,153710.jpg,0,"[[0, 2, 476, 97]]",Others,0,480,640,annotator511,153710_Object 0_0,153710_Object 0_0_annotator511
2,"[0, 1, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,167e73349f96c0e2.jpg,1,"[[319, 433, 160, 109], [610, 136, 222, 222]]",Musical instrument,0,1024,577,annotator511,167e73349f96c0e2_Musical instrument_0-1,167e73349f96c0e2_Musical instrument_0-1_annotator511
12,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,171806.jpg,0,"[[481, 238, 4, 9], [594, 233, 11, 8]]",Vehicle Plate,0,640,480,annotator511,171806_license_plate_0-1,171806_license_plate_0-1_annotator511
8,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,153710.jpg,0,"[[182, 276, 109, 57]]",Others,0,480,640,annotator511,153710_brassiere_1,153710_brassiere_1_annotator511
6,"[0, 1, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",40,0,1,0,6,7,9,7,6,102757.jpg,0,"[[123, 154, 202, 269]]",Others,0,640,427,annotator511,102757_apron_0,102757_apron_0_annotator511
