category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
2,"[1, 0, 1, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,00a36f96e31731c4.jpg,1,"[[340, 166, 385, 311]]",Screen,0,1024,768,annotator51,00a36f96e31731c4_Computer monitor_0,00a36f96e31731c4_Computer monitor_0_annotator51
15,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,0f29f7f902bd5a60.jpg,1,"[[358, 414, 403, 176]]",Vehicle Plate,0,1024,768,annotator51,0f29f7f902bd5a60_Vehicle registration plate_0,0f29f7f902bd5a60_Vehicle registration plate_0_annotator51
18,"[1, 1, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,15576.jpg,0,"[[59, 78, 355, 346]]",Pet,0,640,425,annotator51,15576_cat_0,15576_cat_0_annotator51
11,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,267fb36486a00fcc.jpg,1,"[[0, 46, 347, 721], [190, 38, 654, 729]]",Person,0,1024,768,annotator51,267fb36486a00fcc_Man_16-17,267fb36486a00fcc_Man_16-17_annotator51
9,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,31448db4cd36ee82.jpg,1,"[[449, 464, 92, 135], [467, 545, 35, 41], [545, 468, 67, 153]]",Person,0,1024,768,annotator51,31448db4cd36ee82_Human leg_1-2-3,31448db4cd36ee82_Human leg_1-2-3_annotator51
20,"[1, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,382673.jpg,0,"[[214, 92, 152, 196]]",Others,0,425,640,annotator51,382673_mirror_2,382673_mirror_2_annotator51
22,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,15335.jpg,0,"[[173, 140, 234, 339], [358, 17, 281, 462]]",Person,0,640,480,annotator51,15335_person_0-1,15335_person_0-1_annotator51
21,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,108238.jpg,0,"[[340, 35, 165, 111], [560, 124, 30, 38]]",Screen,0,640,454,annotator51,108238_monitor_(computer_equipment) computer_monitor_0-1,108238_monitor_(computer_equipment) computer_monitor_0-1_annotator51
5,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,267fb36486a00fcc.jpg,1,"[[0, 49, 366, 718], [188, 36, 656, 731]]",Person,0,1024,768,annotator51,267fb36486a00fcc_Human body_5-6,267fb36486a00fcc_Human body_5-6_annotator51
11,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,0,3,0,5,6,6,8,6,31448db4cd36ee82.jpg,1,"[[443, 345, 179, 263]]",Person,0,1024,768,annotator51,31448db4cd36ee82_Man_9,31448db4cd36ee82_Man_9_annotator51
