category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
21,"[1, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,214871.jpg,0,"[[203, 148, 83, 34]]",Others,0,480,640,annotator194,214871_goggles_0,214871_goggles_0_annotator194
12,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,0f5a50a4cfde67df.jpg,1,"[[230, 19, 356, 313]]",Others,0,800,600,annotator194,0f5a50a4cfde67df_Object 0_1,0f5a50a4cfde67df_Object 0_1_annotator194
11,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,102205.jpg,0,"[[60, 254, 59, 88]]",Others,0,640,480,annotator194,102205_Manual Label_0,102205_Manual Label_0_annotator194
20,"[0, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,10192.jpg,0,"[[235, 171, 22, 29]]",Cigarettes,0,640,497,annotator194,10192_cigarette_8,10192_cigarette_8_annotator194
13,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,003a5aaf6d17c917.jpg,1,"[[638, 406, 173, 238], [907, 308, 75, 132], [980, 273, 19, 80]]",Others,0,1024,683,annotator194,003a5aaf6d17c917_Tire_6-7-8,003a5aaf6d17c917_Tire_6-7-8_annotator194
11,"[0, 1, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,102205.jpg,0,"[[131, 154, 505, 270]]",Others,0,640,480,annotator194,102205_Manual Label_1,102205_Manual Label_1_annotator194
8,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,3e5b15d6fbdb70d2.jpg,1,"[[0, 1, 838, 441]]",Others,0,1024,576,annotator194,3e5b15d6fbdb70d2_Kitchen appliance_0,3e5b15d6fbdb70d2_Kitchen appliance_0_annotator194
2,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,00146ba1e50ed8d8.jpg,1,"[[0, 259, 604, 290], [34, 555, 574, 153], [188, 682, 467, 110]]",Person,0,1024,793,annotator194,00146ba1e50ed8d8_Human arm_10-11-12,00146ba1e50ed8d8_Human arm_10-11-12_annotator194
9,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,003a5aaf6d17c917.jpg,1,"[[43, 0, 144, 125], [223, 55, 74, 84], [791, 135, 232, 211], [990, 132, 33, 33]]",Others,0,1024,683,annotator194,003a5aaf6d17c917_Land vehicle_2-3-4-5,003a5aaf6d17c917_Land vehicle_2-3-4-5_annotator194
20,"[0, 0, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,0,1,0,6,6,6,9,9,314246.jpg,0,"[[225, 204, 3, 4]]",Cigarettes,0,500,384,annotator194,314246_cigarette_3,314246_cigarette_3_annotator194
