category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
1,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,2e337021bb7b4c90.jpg,1,"[[99, 84, 403, 488]]",Home interior,0,1024,683,annotator0,2e337021bb7b4c90_Home appliance_1,2e337021bb7b4c90_Home appliance_1_annotator0
6,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,145381.jpg,0,"[[28, 5, 313, 268]]",Others,0,640,426,annotator0,145381_Object 0_0,145381_Object 0_0_annotator0
8,"[0, 0, 0, 0, 1, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,709340946095cf0d.jpg,1,"[[302, 259, 219, 380]]",Others,0,1024,768,annotator0,709340946095cf0d_Person_0,709340946095cf0d_Person_0_annotator0
8,"[0, 0, 0, 0, 1, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,00575b9132bb3746.jpg,1,"[[197, 0, 241, 379], [380, 33, 551, 264]]",Others,0,1024,683,annotator0,00575b9132bb3746_Person_1-2,00575b9132bb3746_Person_1-2_annotator0
12,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,202080.jpg,0,"[[247, 177, 3, 3], [414, 203, 51, 18], [216, 200, 65, 137], [401, 218, 131, 102], [368, 186, 47, 47], [241, 177, 3, 4], [263, 176, 5, 4], [207, 177, 10, 8], [276, 219, 69, 132]]",Others,0,600,453,annotator0,202080_horse_0-1-2-3-4-5-6-7-8,202080_horse_0-1-2-3-4-5-6-7-8_annotator0
4,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,00575b9132bb3746.jpg,1,"[[131, 223, 785, 433]]",Others,0,1024,683,annotator0,00575b9132bb3746_Land vehicle_6,00575b9132bb3746_Land vehicle_6_annotator0
2,"[0, 0, 0, 0, 1, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,00575b9132bb3746.jpg,1,"[[200, 0, 222, 379], [382, 31, 551, 382], [382, 36, 548, 261]]",Person,0,1024,683,annotator0,00575b9132bb3746_Human body_7-8-9,00575b9132bb3746_Human body_7-8-9_annotator0
13,"[0, 0, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,178192.jpg,0,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,0,640,480,annotator0,178192_laptop_computer_3-4,178192_laptop_computer_3-4_annotator0
9,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",32,0,2,0,3,8,5,3,2,00575b9132bb3746.jpg,1,"[[132, 225, 785, 430], [869, 146, 63, 57]]",Others,0,1024,683,annotator0,00575b9132bb3746_Sports equipment_10-11,00575b9132bb3746_Sports equipment_10-11_annotator0
7,"[0, 1, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,709340946095cf0d.jpg,1,"[[0, 0, 1022, 766]]",Place Identifier,0,1024,768,annotator0,709340946095cf0d_Office building_2,709340946095cf0d_Office building_2_annotator0
15,"[0, 0, 1, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,2,0,3,8,5,3,2,178192.jpg,0,"[[23, 250, 133, 129], [387, 165, 240, 200], [214, 183, 136, 99]]",Screen,0,640,480,annotator0,178192_monitor_(computer_equipment) computer_monitor_0-1-2,178192_monitor_(computer_equipment) computer_monitor_0-1-2_annotator0
