category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
1,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,16aaa6421eaf9905.jpg,1,"[[5, 12, 24, 51], [338, 61, 183, 309], [616, 16, 45, 111], [919, 0, 104, 333]]",Person,0,1024,576,annotator3,16aaa6421eaf9905_Human body_14-15-16-17,16aaa6421eaf9905_Human body_14-15-16-17_annotator3
4,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,124364.jpg,0,"[[9, 186, 81, 87]]",Others,0,640,480,annotator3,124364_Manual Label_1,124364_Manual Label_1_annotator3
4,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,146315.jpg,0,"[[408, 34, 136, 142]]",Others,0,640,425,annotator3,146315_Manual Label_2,146315_Manual Label_2_annotator3
4,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,146315.jpg,0,"[[49, 15, 144, 171]]",Others,0,640,425,annotator3,146315_Manual Label_0,146315_Manual Label_0_annotator3
7,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,12418.jpg,0,"[[119, 263, 109, 121], [115, 244, 15, 19]]",Others,0,480,640,annotator3,12418_car_(automobile)_10-11,12418_car_(automobile)_10-11_annotator3
4,"[0, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,146315.jpg,0,"[[430, 110, 210, 287]]",Others,0,640,425,annotator3,146315_Manual Label_3,146315_Manual Label_3_annotator3
2,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,0bb193f2cf957fdd.jpg,1,"[[94, 98, 51, 20], [131, 274, 41, 47], [277, 135, 57, 48], [461, 109, 63, 116], [649, 134, 75, 53], [839, 97, 60, 28]]",Person,0,1024,652,annotator3,0bb193f2cf957fdd_Human hair_5-6-7-8-9-10,0bb193f2cf957fdd_Human hair_5-6-7-8-9-10_annotator3
8,"[0, 0, 0, 0, 1, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,151900.jpg,0,"[[227, 250, 64, 66]]",Identity,0,640,458,annotator3,151900_passport_0,151900_passport_0_annotator3
5,"[0, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,146315.jpg,0,"[[443, 248, 45, 81]]",Others,0,640,425,annotator3,146315_Object 0_9,146315_Object 0_9_annotator3
4,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,146315.jpg,0,"[[285, 83, 91, 96]]",Others,0,640,425,annotator3,146315_Manual Label_1,146315_Manual Label_1_annotator3
10,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,5,5,7,10,12418.jpg,0,"[[102, 213, 13, 15], [113, 202, 29, 29], [163, 246, 25, 32], [255, 207, 47, 133], [235, 325, 122, 118], [299, 289, 41, 44], [170, 22, 265, 170], [142, 250, 21, 7], [244, 134, 106, 44], [140, 190, 60, 36]]",Place Identifier,0,480,640,annotator3,12418_signboard_0-1-2-3-4-5-6-7-8-9,12418_signboard_0-1-2-3-4-5-6-7-8-9_annotator3
