category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
13,"[0, 1, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",32,0,1,0,3,7,7,4,8,272741.jpg,0,"[[390, 126, 81, 72]]",Others,0,500,320,annotator160,272741_television_set_0,272741_television_set_0_annotator160
1,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,0727983dd5f9e4e6.jpg,1,"[[36, 43, 987, 705]]",Others,0,1024,768,annotator160,0727983dd5f9e4e6_Car_0,0727983dd5f9e4e6_Car_0_annotator160
14,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",32,0,1,0,3,7,7,4,8,111660.jpg,0,"[[0, 299, 75, 105]]",Place Identifier,0,640,427,annotator160,111660_traffic_light_3,111660_traffic_light_3_annotator160
5,"[0, 0, 1, 1, 1, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,4335c08518179b66.jpg,1,"[[51, 656, 28, 110], [136, 247, 20, 108], [232, 294, 22, 126], [286, 582, 25, 96], [390, 318, 22, 84], [425, 563, 65, 203], [446, 326, 64, 121], [593, 300, 30, 46], [641, 331, 83, 118], [667, 542, 102, 217], [792, 297, 25, 39], [828, 471, 193, 294], [894, 361, 80, 108]]",Musical instrument,0,1024,768,annotator160,4335c08518179b66_Musical instrument_1-2-3-4-5-6-7-8-9-10-11-12-13,4335c08518179b66_Musical instrument_1-2-3-4-5-6-7-8-9-10-11-12-13_annotator160
7,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,09453a7c716a9ef3.jpg,1,"[[291, 300, 88, 103]]",Others,0,1024,768,annotator160,09453a7c716a9ef3_Vehicle_7,09453a7c716a9ef3_Vehicle_7_annotator160
12,"[0, 1, 0, 0, 0, 0]",0,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",32,0,1,0,3,7,7,4,8,176435.jpg,0,"[[489, 58, 59, 51], [0, 110, 12, 15]]",Printed Material,0,640,427,annotator160,176435_tag_0-1,176435_tag_0-1_annotator160
4,"[0, 1, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",32,0,1,0,3,7,7,4,8,09453a7c716a9ef3.jpg,1,"[[276, 93, 125, 126]]",Others,0,1024,768,annotator160,09453a7c716a9ef3_Manual Label_0,09453a7c716a9ef3_Manual Label_0_annotator160
8,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,3,7,7,4,8,09453a7c716a9ef3.jpg,1,"[[494, 632, 156, 51]]",Vehicle Plate,0,1024,768,annotator160,09453a7c716a9ef3_Vehicle registration plate_51,09453a7c716a9ef3_Vehicle registration plate_51_annotator160
3,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",32,0,1,0,3,7,7,4,8,435d906eb2bbc878.jpg,1,"[[19, 101, 974, 475]]",Screen,0,1024,683,annotator160,435d906eb2bbc878_Laptop_0,435d906eb2bbc878_Laptop_0_annotator160
1,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,08481c03daf6f35d.jpg,1,"[[0, 0, 1004, 681]]",Others,0,1024,681,annotator160,08481c03daf6f35d_Car_0,08481c03daf6f35d_Car_0_annotator160
4,"[0, 1, 0, 1, 0, 0]",0,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",32,0,1,0,3,7,7,4,8,193042.jpg,0,"[[6, 62, 273, 173]]",Others,0,640,427,annotator160,193042_Manual Label_0,193042_Manual Label_0_annotator160
9,"[0, 0, 1, 1, 1, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,4335c08518179b66.jpg,1,"[[0, 481, 209, 284], [321, 232, 163, 390], [569, 209, 126, 398], [633, 241, 196, 427], [667, 428, 163, 331], [729, 444, 292, 321], [776, 206, 153, 254], [872, 265, 150, 358], [953, 193, 68, 70]]",Person,0,1024,768,annotator160,4335c08518179b66_Woman_23-24-25-26-27-28-29-30-31,4335c08518179b66_Woman_23-24-25-26-27-28-29-30-31_annotator160
6,"[0, 0, 1, 1, 1, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",32,0,1,0,3,7,7,4,8,4335c08518179b66.jpg,1,"[[0, 164, 1024, 603]]",Others,0,1024,768,annotator160,4335c08518179b66_Person_14,4335c08518179b66_Person_14_annotator160
