category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Human body,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,683307758eb4fd7c.jpg,OpenImages,"[[147, 155, 458, 525]]",Person,UK,1024,682,annotator521,683307758eb4fd7c_Human body_7
Human face,"[1, 0, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,683307758eb4fd7c.jpg,OpenImages,"[[257, 172, 96, 140]]",Person,UK,1024,682,annotator521,683307758eb4fd7c_Human face_0
Human face,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,16f352b006a890cd.jpg,OpenImages,"[[185, 283, 32, 33], [721, 281, 33, 33], [819, 305, 14, 39]]",Person,UK,1024,768,annotator521,16f352b006a890cd_Human face_0-1-2
Human hair,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,16f352b006a890cd.jpg,OpenImages,"[[182, 270, 40, 33], [718, 264, 40, 41], [817, 288, 48, 52]]",Person,UK,1024,768,annotator521,16f352b006a890cd_Human hair_4-5-6
Human head,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,16f352b006a890cd.jpg,OpenImages,"[[184, 271, 36, 44], [720, 265, 36, 51], [819, 289, 46, 56]]",Person,UK,1024,768,annotator521,16f352b006a890cd_Human head_18-19-20
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,121586.jpg,LVIS,"[[406, 22, 92, 65]]",Others,UK,640,478,annotator521,121586_Object 0_2
Object 0,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,117988.jpg,LVIS,"[[208, 79, 61, 59]]",Others,UK,500,375,annotator521,117988_Object 0_5
Person,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,683307758eb4fd7c.jpg,OpenImages,"[[143, 147, 461, 534]]",Others,UK,1024,682,annotator521,683307758eb4fd7c_Person_4
Person,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,16f352b006a890cd.jpg,OpenImages,"[[166, 270, 166, 190], [595, 265, 198, 188], [636, 291, 249, 152]]",Others,UK,1024,768,annotator521,16f352b006a890cd_Person_12-13-14
award,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,121586.jpg,LVIS,"[[485, 295, 72, 69]]",Others,UK,640,478,annotator521,121586_award_1
umbrella,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",45,Male,0,Prolific,5,9,7,5,6,117988.jpg,LVIS,"[[177, 52, 90, 142]]",Others,UK,500,375,annotator521,117988_umbrella_6
