category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Girl,"[0, 1, 1, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[274, 121, 88, 88], [482, 322, 281, 252]]",Person,UK,1024,575,annotator526,40a05ea0282d5897_Girl_4-5
Human face,"[0, 1, 1, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[216, 195, 193, 253], [548, 105, 85, 96], [640, 141, 94, 137], [821, 52, 202, 522]]",Person,UK,1024,575,annotator526,40a05ea0282d5897_Human face_0-1-2-3
Mammal,"[0, 1, 1, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[196, 178, 690, 387], [202, 184, 207, 289], [274, 110, 81, 96], [336, 133, 152, 203], [397, 128, 72, 85], [443, 313, 320, 259], [541, 101, 91, 94], [598, 148, 73, 55], [630, 138, 110, 123], [818, 55, 203, 516]]",Others,UK,1024,575,annotator526,40a05ea0282d5897_Mammal_7-8-9-10-11-12-13-14-15-16
Object 0,"[0, 1, 1, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,22487.jpg,LVIS,"[[437, 232, 32, 38]]",Others,UK,640,480,annotator526,22487_Object 0_0
Office building,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[0, 0, 1024, 575]]",Place Identifier,UK,1024,575,annotator526,40a05ea0282d5897_Office building_17
Person,"[0, 1, 1, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[206, 55, 817, 519]]",Others,UK,1024,575,annotator526,40a05ea0282d5897_Person_6
Woman,"[0, 1, 1, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,40a05ea0282d5897.jpg,OpenImages,"[[202, 188, 692, 363]]",Person,UK,1024,575,annotator526,40a05ea0282d5897_Woman_18
apron,"[0, 0, 0, 0, 1, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,128127.jpg,LVIS,"[[329, 186, 58, 89]]",Others,UK,480,640,annotator526,128127_apron_0
book,"[0, 0, 1, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,498997.jpg,LVIS,"[[66, 0, 9, 52], [261, 1, 3, 55], [6, 0, 7, 50], [59, 95, 13, 56], [2, 256, 15, 58], [245, 0, 8, 57], [284, 182, 5, 57], [286, 99, 3, 56], [98, 91, 12, 53], [227, 0, 7, 56], [20, 0, 11, 50], [272, 100, 4, 55], [132, 0, 4, 53], [50, 95, 12, 56], [306, 182, 7, 63], [81, 0, 11, 52], [212, 96, 12, 41], [266, 97, 5, 58], [35, 93, 7, 58], [221, 98, 6, 44], [265, 0, 3, 56], [275, 0, 6, 57], [26, 184, 13, 57], [112, 0, 7, 53], [337, 0, 6, 58], [252, 92, 8, 58], [1, 331, 18, 71], [319, 0, 8, 58], [218, 0, 8, 56], [326, 95, 8, 61], [147, 0, 8, 54], [301, 182, 7, 63], [253, 0, 4, 57], [18, 88, 21, 62], [291, 0, 6, 57], [99, 0, 8, 53], [180, 0, 5, 54], [331, 1, 6, 57], [298, 95, 6, 60], [15, 257, 8, 58], [268, 0, 3, 57], [283, 105, 2, 49], [296, 0, 7, 57], [238, 97, 5, 55], [23, 254, 12, 49], [234, 0, 5, 55], [167, 0, 12, 54], [16, 181, 18, 60], [58, 1, 11, 51], [295, 94, 2, 61], [86, 90, 5, 62], [343, 0, 8, 58], [314, 189, 5, 56], [298, 194, 3, 50], [78, 95, 8, 56], [303, 95, 8, 60], [122, 106, 3, 29], [46, 96, 7, 55], [106, 0, 7, 53], [329, 182, 7, 52], [4, 87, 9, 63], [303, 2, 5, 55], [337, 109, 4, 46], [283, 0, 8, 57], [312, 4, 7, 54], [339, 258, 5, 17], [16, 0, 7, 50], [232, 94, 10, 56], [49, 1, 12, 50], [0, 184, 7, 57], [103, 96, 7, 45], [318, 94, 9, 62], [190, 0, 8, 55], [341, 108, 6, 44], [324, 182, 7, 63], [155, 0, 12, 54], [28, 0, 14, 51], [205, 0, 3, 56]]",Book,UK,640,425,annotator526,498997_book_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77
identity,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,0e434121f4d725a5.jpg,OpenImages,"[[25, 40, 602, 440], [597, 310, 36, 4]]",Others,UK,640,480,annotator526,0e434121f4d725a5_identity_0-1
webcam,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",54,Male,1,Prolific,5,5,6,7,6,498997.jpg,LVIS,"[[593, 130, 31, 30]]",Others,UK,640,425,annotator526,498997_webcam_78
