category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[1, 1, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,003a5aaf6d17c917.jpg,OpenImages,"[[48, 45, 939, 604]]",Others,UK,1024,683,annotator327,003a5aaf6d17c917_Car_1
Human body,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0472586d97db6daf.jpg,OpenImages,"[[0, 0, 1024, 604]]",Person,UK,1024,683,annotator327,0472586d97db6daf_Human body_2
Human eye,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0472586d97db6daf.jpg,OpenImages,"[[439, 181, 34, 21], [499, 182, 31, 21]]",Person,UK,1024,683,annotator327,0472586d97db6daf_Human eye_5-6
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,UK,1024,793,annotator327,00146ba1e50ed8d8_Human face_0-1
Human hair,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0472586d97db6daf.jpg,OpenImages,"[[397, 75, 158, 117], [537, 163, 70, 81]]",Person,UK,1024,683,annotator327,0472586d97db6daf_Human hair_0-1
Human hair,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[77, 90, 267, 180]]",Person,UK,1024,793,annotator327,00146ba1e50ed8d8_Human hair_2
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0472586d97db6daf.jpg,OpenImages,"[[382, 80, 161, 217], [930, 0, 93, 51]]",Person,UK,1024,683,annotator327,0472586d97db6daf_Human head_3-4
Human head,"[1, 0, 0, 0, 0, 0]",6,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,UK,1024,793,annotator327,00146ba1e50ed8d8_Human head_4-5
Man,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,00146ba1e50ed8d8.jpg,OpenImages,"[[0, 87, 607, 616], [6, 350, 637, 441], [754, 654, 165, 138], [817, 647, 110, 145]]",Person,UK,1024,793,annotator327,00146ba1e50ed8d8_Man_13-14-15-16
Man,"[1, 1, 1, 0, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0472586d97db6daf.jpg,OpenImages,"[[151, 83, 584, 512], [590, 93, 110, 268], [874, 0, 149, 554]]",Person,UK,1024,683,annotator327,0472586d97db6daf_Man_8-9-10
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0f5a50a4cfde67df.jpg,OpenImages,"[[230, 19, 356, 313]]",Others,UK,800,600,annotator327,0f5a50a4cfde67df_Object 0_1
Object 0,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,214871.jpg,LVIS,"[[149, 12, 202, 690]]",Others,UK,480,640,annotator327,214871_Object 0_1
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,003a5aaf6d17c917.jpg,OpenImages,"[[212, 250, 125, 99]]",Vehicle Plate,UK,1024,683,annotator327,003a5aaf6d17c917_Vehicle registration plate_0
identity,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,7,9,7,9,8,0f5a50a4cfde67df.jpg,OpenImages,"[[206, 337, 319, 253]]",Others,UK,800,600,annotator327,0f5a50a4cfde67df_identity_0
