category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Bus,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,02717d30304f4849.jpg,OpenImages,"[[108, 204, 840, 283]]",Others,Japan,1024,768,annotator19,02717d30304f4849_Bus_0
Clothing,"[1, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,02717d30304f4849.jpg,OpenImages,"[[0, 281, 1024, 158]]",Clothing,Japan,1024,768,annotator19,02717d30304f4849_Clothing_7
Human body,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,5394ab5de1e1a647.jpg,OpenImages,"[[148, 12, 284, 1003], [480, 286, 183, 200]]",Person,Japan,768,1024,annotator19,5394ab5de1e1a647_Human body_3-4
Human hair,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,5394ab5de1e1a647.jpg,OpenImages,"[[252, 12, 129, 96]]",Person,Japan,768,1024,annotator19,5394ab5de1e1a647_Human hair_1
Human hand,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,442ed5b801e871f9.jpg,OpenImages,"[[0, 0, 1022, 640]]",Person,Japan,1024,640,annotator19,442ed5b801e871f9_Human hand_1
Mammal,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,5394ab5de1e1a647.jpg,OpenImages,"[[147, 16, 288, 1003], [476, 288, 192, 190]]",Others,Japan,768,1024,annotator19,5394ab5de1e1a647_Mammal_5-6
Man,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,5394ab5de1e1a647.jpg,OpenImages,"[[145, 16, 291, 1000], [480, 289, 180, 203]]",Person,Japan,768,1024,annotator19,5394ab5de1e1a647_Man_8-9
Object 0,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,442ed5b801e871f9.jpg,OpenImages,"[[365, 96, 433, 415]]",Others,Japan,1024,640,annotator19,442ed5b801e871f9_Object 0_2
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,153710.jpg,LVIS,"[[0, 2, 476, 97]]",Others,Japan,480,640,annotator19,153710_Object 0_0
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",28,Male,3,CrowdWorks,4,5,6,8,7,118839.jpg,LVIS,"[[250, 181, 177, 178]]",Others,Japan,640,425,annotator19,118839_Object 0_2
