category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Book,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,505b4f9c1d24d83b.jpg,OpenImages,"[[53, 78, 550, 348]]",Book,Japan,635,1024,annotator267,505b4f9c1d24d83b_Book_6
Bookcase,"[0, 0, 1, 1, 1, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,505b4f9c1d24d83b.jpg,OpenImages,"[[29, 20, 601, 447]]",Others,Japan,635,1024,annotator267,505b4f9c1d24d83b_Bookcase_0
Clothing,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[582, 1, 439, 632]]",Clothing,Japan,1024,678,annotator267,000a1249af2bc5f0_Clothing_3
Fashion accessory,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[441, 189, 171, 139], [459, 320, 85, 45]]",Others,Japan,1024,678,annotator267,000a1249af2bc5f0_Fashion accessory_0-1
Human arm,"[1, 0, 1, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[0, 0, 314, 419], [222, 0, 581, 533], [231, 288, 489, 386]]",Person,Japan,1024,678,annotator267,000a1249af2bc5f0_Human arm_9-10-11
Human body,"[1, 0, 1, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[0, 0, 433, 674], [233, 0, 789, 670]]",Person,Japan,1024,678,annotator267,000a1249af2bc5f0_Human body_4-5
Human hand,"[1, 0, 1, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[18, 61, 292, 372], [227, 285, 450, 392], [313, 190, 290, 317]]",Person,Japan,1024,678,annotator267,000a1249af2bc5f0_Human hand_6-7-8
Man,"[0, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[227, 0, 795, 670]]",Person,Japan,1024,678,annotator267,000a1249af2bc5f0_Man_13
Manual Label,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,337490.jpg,LVIS,"[[276, 4, 220, 367]]",Others,Japan,500,375,annotator267,337490_Manual Label_0
Manual Label,"[1, 0, 1, 0, 0, 0]",1,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,139150.jpg,LVIS,"[[196, 61, 265, 265]]",Others,Japan,640,427,annotator267,139150_Manual Label_0
Manual Label,"[1, 0, 1, 1, 0, 0]",1,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,13729.jpg,LVIS,"[[64, 37, 449, 431]]",Others,Japan,640,480,annotator267,13729_Manual Label_0
Object 0,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,334941.jpg,LVIS,"[[157, 135, 136, 159]]",Others,Japan,359,640,annotator267,334941_Object 0_1
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[0, 0, 605, 676]]",Others,Japan,1024,678,annotator267,000a1249af2bc5f0_Person_2
Woman,"[1, 0, 1, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,000a1249af2bc5f0.jpg,OpenImages,"[[0, 0, 1024, 678]]",Person,Japan,1024,678,annotator267,000a1249af2bc5f0_Woman_12
basket,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,13729.jpg,LVIS,"[[537, 331, 58, 69]]",Others,Japan,640,480,annotator267,13729_basket_0
bed,"[0, 1, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,113836.jpg,LVIS,"[[352, 331, 247, 268], [10, 325, 333, 274]]",Home interior,Japan,612,612,annotator267,113836_bed_0-1
book,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,4,6,4,9,10,14038.jpg,LVIS,"[[505, 208, 44, 8], [519, 194, 31, 10], [504, 274, 34, 15], [504, 329, 29, 11], [508, 270, 36, 11], [508, 313, 29, 15], [501, 289, 44, 13], [517, 248, 23, 4], [536, 110, 19, 22], [509, 201, 40, 9], [519, 237, 20, 5], [532, 143, 20, 28], [503, 282, 40, 12], [522, 187, 27, 7], [517, 227, 18, 3], [502, 286, 41, 13], [503, 325, 28, 11], [498, 211, 52, 10], [505, 253, 41, 9], [507, 171, 45, 4], [513, 227, 32, 7], [507, 168, 42, 5], [505, 249, 40, 10], [518, 268, 25, 7], [504, 246, 38, 10], [503, 331, 30, 13], [518, 192, 31, 7], [502, 292, 43, 13], [523, 184, 27, 4], [523, 103, 29, 5], [517, 234, 21, 3], [503, 322, 30, 11], [507, 309, 32, 15], [515, 269, 29, 8], [523, 107, 27, 3]]",Book,Japan,640,427,annotator267,14038_book_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34
