category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Building,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,01a6c89f9885d483.jpg,OpenImages,"[[0, 0, 1022, 568]]",Others,Japan,1024,683,annotator127,01a6c89f9885d483_Building_0
Building,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,5c0bed3c817bd403.jpg,OpenImages,"[[0, 0, 1024, 763]]",Others,Japan,1024,763,annotator127,5c0bed3c817bd403_Building_1
Clothing,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,010d9a7f0d2e0622.jpg,OpenImages,"[[262, 303, 296, 379]]",Clothing,Japan,1024,683,annotator127,010d9a7f0d2e0622_Clothing_5
House,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,0a6bc386b28f2aac.jpg,OpenImages,"[[0, 0, 1021, 765]]",Others,Japan,1024,768,annotator127,0a6bc386b28f2aac_House_2
Human face,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,010d9a7f0d2e0622.jpg,OpenImages,"[[373, 188, 119, 160], [593, 184, 107, 161]]",Person,Japan,1024,683,annotator127,010d9a7f0d2e0622_Human face_0-1
Human face,"[1, 0, 0, 1, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,05c6fc62d2980f50.jpg,OpenImages,"[[132, 324, 411, 575]]",Person,Japan,683,1024,annotator127,05c6fc62d2980f50_Human face_0
Human hair,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,010d9a7f0d2e0622.jpg,OpenImages,"[[348, 139, 161, 169], [530, 146, 261, 320]]",Person,Japan,1024,683,annotator127,010d9a7f0d2e0622_Human hair_2-3
Person,"[0, 0, 1, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,01a6c89f9885d483.jpg,OpenImages,"[[120, 380, 40, 120], [480, 271, 93, 294], [546, 226, 140, 361]]",Others,Japan,1024,683,annotator127,01a6c89f9885d483_Person_1-2-3
Skyscraper,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,5c0bed3c817bd403.jpg,OpenImages,"[[309, 0, 573, 518]]",Scenery,Japan,1024,763,annotator127,5c0bed3c817bd403_Skyscraper_0
Woman,"[0, 0, 1, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,01a6c89f9885d483.jpg,OpenImages,"[[98, 383, 57, 117], [110, 380, 54, 122], [279, 418, 28, 49], [376, 288, 48, 84], [675, 157, 226, 503]]",Person,Japan,1024,683,annotator127,01a6c89f9885d483_Woman_4-5-6-7-8
bus_(vehicle),"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,18006.jpg,LVIS,"[[479, 122, 68, 172], [537, 147, 102, 174], [132, 223, 13, 20], [143, 36, 356, 313], [97, 210, 27, 36], [122, 212, 5, 30]]",Others,Japan,640,427,annotator127,18006_bus_(vehicle)_0-1-2-3-4-5
dog,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,139429.jpg,LVIS,"[[242, 366, 140, 83]]",Pet,Japan,640,480,annotator127,139429_dog_0
signboard,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,1,CrowdWorks,3,6,7,10,9,126833.jpg,LVIS,"[[98, 284, 15, 10], [200, 199, 44, 26]]",Place Identifier,Japan,426,640,annotator127,126833_signboard_0-1
