category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[1, 0, 1, 0, 1, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,003a5aaf6d17c917.jpg,OpenImages,"[[48, 45, 939, 604]]",Others,UK,1024,683,annotator449,003a5aaf6d17c917_Car_1
Human body,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,0472586d97db6daf.jpg,OpenImages,"[[0, 0, 1024, 604]]",Person,UK,1024,683,annotator449,0472586d97db6daf_Human body_2
Human face,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,00146ba1e50ed8d8.jpg,OpenImages,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,UK,1024,793,annotator449,00146ba1e50ed8d8_Human face_0-1
Human head,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,0472586d97db6daf.jpg,OpenImages,"[[382, 80, 161, 217], [930, 0, 93, 51]]",Person,UK,1024,683,annotator449,0472586d97db6daf_Human head_3-4
Human head,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,00146ba1e50ed8d8.jpg,OpenImages,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,UK,1024,793,annotator449,00146ba1e50ed8d8_Human head_4-5
Kitchen appliance,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,3e5b15d6fbdb70d2.jpg,OpenImages,"[[0, 1, 838, 441]]",Others,UK,1024,576,annotator449,3e5b15d6fbdb70d2_Kitchen appliance_0
Man,"[1, 0, 0, 1, 1, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,0472586d97db6daf.jpg,OpenImages,"[[151, 83, 584, 512], [590, 93, 110, 268], [874, 0, 149, 554]]",Person,UK,1024,683,annotator449,0472586d97db6daf_Man_8-9-10
Manual Label,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,003a5aaf6d17c917.jpg,OpenImages,"[[682, 10, 177, 64]]",Others,UK,1024,683,annotator449,003a5aaf6d17c917_Manual Label_0
Manual Label,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,10192.jpg,LVIS,"[[274, 108, 139, 143]]",Others,UK,640,497,annotator449,10192_Manual Label_0
Manual Label,"[1, 1, 0, 1, 1, 1]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,314246.jpg,LVIS,"[[35, 40, 433, 279]]",Others,UK,500,384,annotator449,314246_Manual Label_0
Manual Label,"[1, 1, 1, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,49902.jpg,LVIS,"[[27, 16, 335, 239]]",Others,UK,375,500,annotator449,49902_Manual Label_0
Object 0,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,0f5a50a4cfde67df.jpg,OpenImages,"[[230, 19, 356, 313]]",Others,UK,800,600,annotator449,0f5a50a4cfde67df_Object 0_1
Object 0,"[1, 1, 1, 0, 1, 1]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,214871.jpg,LVIS,"[[149, 12, 202, 690]]",Others,UK,480,640,annotator449,214871_Object 0_1
Vehicle registration plate,"[1, 0, 1, 0, 1, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,003a5aaf6d17c917.jpg,OpenImages,"[[212, 250, 125, 99]]",Vehicle Plate,UK,1024,683,annotator449,003a5aaf6d17c917_Vehicle registration plate_0
beanie,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,49902.jpg,LVIS,"[[50, 84, 52, 34], [132, 148, 30, 26]]",Others,UK,375,500,annotator449,49902_beanie_52-53
cabinet,"[0, 1, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,10192.jpg,LVIS,"[[198, 297, 47, 41], [540, 300, 98, 155], [199, 342, 47, 57], [333, 0, 177, 125]]",Others,UK,640,497,annotator449,10192_cabinet_0-1-2-3
dog,"[0, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,102205.jpg,LVIS,"[[122, 305, 14, 18]]",Pet,UK,640,480,annotator449,102205_dog_0
identity,"[1, 0, 1, 1, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,0f5a50a4cfde67df.jpg,OpenImages,"[[206, 337, 319, 253]]",Others,UK,800,600,annotator449,0f5a50a4cfde67df_identity_0
owl,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,Male,0,Prolific,2,8,6,7,8,10192.jpg,LVIS,"[[601, 166, 24, 31]]",Others,UK,640,497,annotator449,10192_owl_7
