category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,0787b0fa95f545a5.jpg,OpenImages,"[[84, 142, 702, 541], [121, 115, 902, 171]]",Others,UK,1024,883,annotator507,0787b0fa95f545a5_Car_0-1
House,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,091af8d4a3c6c6f1.jpg,OpenImages,"[[0, 0, 1022, 766]]",Others,UK,1024,768,annotator507,091af8d4a3c6c6f1_House_0
Human body,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[294, 54, 579, 713]]",Person,UK,1024,768,annotator507,2a3513ff487baa5e_Human body_3
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[86, 216, 514, 425]]",Person,UK,685,1024,annotator507,03006368ed61dbea_Human body_2
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[329, 291, 145, 184]]",Person,UK,685,1024,annotator507,03006368ed61dbea_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[633, 241, 123, 273]]",Person,UK,1024,768,annotator507,2a3513ff487baa5e_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,44525445d18bc4e9.jpg,OpenImages,"[[211, 92, 197, 203]]",Person,UK,683,1024,annotator507,44525445d18bc4e9_Human face_0
Human hair,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[326, 48, 467, 488], [814, 43, 30, 17]]",Person,UK,1024,768,annotator507,2a3513ff487baa5e_Human hair_1-2
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[332, 52, 454, 476], [793, 0, 25, 20], [819, 38, 22, 35]]",Person,UK,1024,768,annotator507,2a3513ff487baa5e_Human head_4-5-6
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[285, 217, 246, 270]]",Person,UK,685,1024,annotator507,03006368ed61dbea_Human head_3
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[294, 52, 579, 713]]",Others,UK,1024,768,annotator507,2a3513ff487baa5e_Mammal_7
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[28, 217, 589, 656]]",Person,UK,685,1024,annotator507,03006368ed61dbea_Man_8
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,151327.jpg,LVIS,"[[186, 119, 52, 50]]",Others,UK,640,346,annotator507,151327_Object 0_4
Object 1,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,151327.jpg,LVIS,"[[149, 77, 440, 115]]",Others,UK,640,346,annotator507,151327_Object 1_5
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,03006368ed61dbea.jpg,OpenImages,"[[96, 217, 502, 405]]",Others,UK,685,1024,annotator507,03006368ed61dbea_Person_1
Vehicle,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,0787b0fa95f545a5.jpg,OpenImages,"[[17, 108, 1006, 572]]",Others,UK,1024,883,annotator507,0787b0fa95f545a5_Vehicle_3
Vehicle registration plate,"[1, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,0787b0fa95f545a5.jpg,OpenImages,"[[77, 178, 27, 10], [457, 493, 152, 80]]",Vehicle Plate,UK,1024,883,annotator507,0787b0fa95f545a5_Vehicle registration plate_4-5
Woman,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,2a3513ff487baa5e.jpg,OpenImages,"[[297, 49, 489, 716]]",Person,UK,1024,768,annotator507,2a3513ff487baa5e_Woman_8
bed,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,131665.jpg,LVIS,"[[12, 99, 163, 161]]",Home interior,UK,640,480,annotator507,131665_bed_0
blanket,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,131665.jpg,LVIS,"[[4, 155, 487, 324], [203, 163, 170, 27]]",Others,UK,640,480,annotator507,131665_blanket_3-4
headboard,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,131665.jpg,LVIS,"[[11, 99, 162, 133], [178, 102, 127, 53]]",Others,UK,640,480,annotator507,131665_headboard_1-2
laptop_computer,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,113132.jpg,LVIS,"[[39, 36, 600, 443]]",Screen,UK,640,480,annotator507,113132_laptop_computer_0
receipt,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,2,Prolific,5,8,6,6,8,10851.jpg,LVIS,"[[22, 205, 66, 104], [271, 134, 179, 116]]",Others,UK,640,479,annotator507,10851_receipt_1-2
