category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Manual Label,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,211141.jpg,LVIS,"[[95, 45, 306, 542]]",Others,UK,480,640,annotator554,211141_Manual Label_0
Manual Label,"[1, 0, 0, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,136915.jpg,LVIS,"[[112, 66, 196, 118]]",Others,UK,640,427,annotator554,136915_Manual Label_0
Manual Label,"[1, 0, 1, 0, 1, 0]",1,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,123944.jpg,LVIS,"[[259, 187, 345, 106]]",Others,UK,640,480,annotator554,123944_Manual Label_3
Manual Label,"[1, 0, 1, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,136915.jpg,LVIS,"[[400, 99, 254, 343]]",Others,UK,640,427,annotator554,136915_Manual Label_1
Manual Label,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,109277.jpg,LVIS,"[[252, 142, 78, 184]]",Others,UK,640,480,annotator554,109277_Manual Label_0
Manual Label,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,109277.jpg,LVIS,"[[566, 145, 87, 199]]",Others,UK,640,480,annotator554,109277_Manual Label_1
Manual Label,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,123944.jpg,LVIS,"[[175, 125, 57, 63]]",Others,UK,640,480,annotator554,123944_Manual Label_0
Manual Label,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,123944.jpg,LVIS,"[[197, 263, 124, 140]]",Others,UK,640,480,annotator554,123944_Manual Label_2
Manual Label,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,123944.jpg,LVIS,"[[357, 158, 63, 63]]",Others,UK,640,480,annotator554,123944_Manual Label_1
Object 0,"[0, 0, 0, 1, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,103589.jpg,LVIS,"[[353, 94, 138, 97]]",Others,UK,640,426,annotator554,103589_Object 0_0
Object 0,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[54, 18, 152, 151]]",Others,UK,640,424,annotator554,104999_Object 0_6
Object 0,"[1, 0, 1, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,114661.jpg,LVIS,"[[125, 165, 177, 211]]",Others,UK,568,640,annotator554,114661_Object 0_1
Object 0,"[1, 0, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,123944.jpg,LVIS,"[[144, 150, 41, 34]]",Others,UK,640,480,annotator554,123944_Object 0_0
banner,"[0, 1, 1, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,109277.jpg,LVIS,"[[601, 0, 37, 113], [130, 0, 73, 123], [317, 72, 287, 93]]",Place Identifier,UK,640,480,annotator554,109277_banner_0-1-2
choker,"[1, 0, 1, 0, 1, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[482, 247, 36, 68]]",Others,UK,640,424,annotator554,104999_choker_4
dog,"[1, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[297, 230, 336, 112]]",Pet,UK,640,424,annotator554,104999_dog_0
necklace,"[1, 0, 1, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,104999.jpg,LVIS,"[[135, 118, 63, 91]]",Accessory,UK,640,424,annotator554,104999_necklace_5
signboard,"[0, 1, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,116941.jpg,LVIS,"[[398, 321, 71, 49], [538, 315, 23, 16]]",Place Identifier,UK,640,452,annotator554,116941_signboard_0-1
surfboard,"[0, 0, 1, 0, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,114661.jpg,LVIS,"[[184, 278, 101, 96]]",Others,UK,568,640,annotator554,114661_surfboard_0
tag,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",43,Male,1,Prolific,6,10,7,9,9,211141.jpg,LVIS,"[[101, 414, 35, 30]]",Printed Material,UK,480,640,annotator554,211141_tag_1
