category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Baked goods,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,2a509a3520ada9ca.jpg,OpenImages,"[[0, 201, 1024, 566]]",Others,Japan,1024,768,annotator189,2a509a3520ada9ca_Baked goods_0
Ball,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,022caa5e84da4026.jpg,OpenImages,"[[353, 109, 43, 40]]",Others,Japan,1024,671,annotator189,022caa5e84da4026_Ball_33
Clothing,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,2a509a3520ada9ca.jpg,OpenImages,"[[544, 0, 478, 132]]",Clothing,Japan,1024,768,annotator189,2a509a3520ada9ca_Clothing_1
Clothing,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,022caa5e84da4026.jpg,OpenImages,"[[0, 0, 1024, 671]]",Clothing,Japan,1024,671,annotator189,022caa5e84da4026_Clothing_16
Clothing,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,03feb3e6845bc3aa.jpg,OpenImages,"[[0, 513, 212, 510], [223, 225, 444, 619]]",Clothing,Japan,768,1024,annotator189,03feb3e6845bc3aa_Clothing_0-1
Girl,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,319305414bb65188.jpg,OpenImages,"[[0, 57, 1024, 710]]",Person,Japan,1024,768,annotator189,319305414bb65188_Girl_5
Glasses,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,319305414bb65188.jpg,OpenImages,"[[488, 202, 283, 108]]",Accessory,Japan,1024,768,annotator189,319305414bb65188_Glasses_4
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,319305414bb65188.jpg,OpenImages,"[[136, 145, 305, 439], [443, 106, 345, 407]]",Person,Japan,1024,768,annotator189,319305414bb65188_Human face_0-1
Human hair,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,022caa5e84da4026.jpg,OpenImages,"[[20, 59, 29, 22], [100, 46, 29, 23], [178, 64, 23, 19], [182, 287, 38, 38], [220, 64, 29, 25], [311, 166, 35, 62], [336, 47, 16, 14], [393, 4, 28, 26], [419, 244, 28, 37], [491, 19, 26, 23], [552, 31, 26, 26], [595, 459, 35, 44], [645, 10, 28, 26], [664, 292, 26, 32], [723, 250, 35, 46], [779, 596, 40, 50]]",Person,Japan,1024,671,annotator189,022caa5e84da4026_Human hair_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15
Human hair,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,1,CrowdWorks,5,5,8,8,7,319305414bb65188.jpg,OpenImages,"[[59, 55, 428, 364], [601, 59, 313, 360]]",Person,Japan,1024,768,annotator189,319305414bb65188_Human hair_2-3
