category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Boy,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[27, 364, 382, 318], [460, 247, 350, 435]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Boy_14-15
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,9b8ea23f201cd401.jpg,OpenImages,"[[0, 0, 1024, 172]]",Others,Japan,1024,695,annotator155,9b8ea23f201cd401_Building_2
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,d74fdc4b64b21978.jpg,OpenImages,"[[0, 0, 1022, 368]]",Others,Japan,1024,765,annotator155,d74fdc4b64b21978_Building_1
Building,"[1, 1, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,Japan,1024,683,annotator155,24b14dbf64eeced1_Building_3
Furniture,"[1, 1, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[37, 135, 495, 344]]",Others,Japan,1024,683,annotator155,24b14dbf64eeced1_Furniture_2
Human body,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[25, 361, 383, 321], [460, 244, 351, 438]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Human body_22-23
Human eye,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[58, 436, 15, 13], [90, 415, 16, 12], [495, 379, 25, 21], [551, 362, 30, 15]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Human eye_7-8-9-10
Human face,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[37, 382, 101, 101], [475, 302, 149, 164]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Human face_0-1
Human hand,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[170, 512, 24, 49]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Human hand_24
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[19, 362, 123, 119], [459, 247, 175, 216]]",Person,Japan,1024,683,annotator155,24b14dbf64eeced1_Human head_5-6
Mammal,"[1, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[0, 294, 105, 335], [21, 359, 386, 320], [459, 243, 353, 436]]",Others,Japan,1024,683,annotator155,24b14dbf64eeced1_Mammal_11-12-13
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,24b14dbf64eeced1.jpg,OpenImages,"[[0, 309, 137, 308]]",Others,Japan,1024,683,annotator155,24b14dbf64eeced1_Person_4
Person,"[1, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,9b8ea23f201cd401.jpg,OpenImages,"[[579, 195, 85, 73], [690, 115, 79, 176]]",Others,Japan,1024,695,annotator155,9b8ea23f201cd401_Person_3-4
Skyscraper,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,d74fdc4b64b21978.jpg,OpenImages,"[[0, 1, 921, 206]]",Scenery,Japan,1024,765,annotator155,d74fdc4b64b21978_Skyscraper_0
Vehicle,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,d74fdc4b64b21978.jpg,OpenImages,"[[552, 206, 271, 111]]",Others,Japan,1024,765,annotator155,d74fdc4b64b21978_Vehicle_2
Window,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,d74fdc4b64b21978.jpg,OpenImages,"[[0, 245, 17, 28], [0, 273, 35, 23], [36, 242, 9, 20], [44, 276, 9, 14], [51, 242, 11, 19], [52, 295, 30, 30], [60, 269, 9, 17], [67, 162, 11, 19], [70, 191, 52, 22], [73, 218, 54, 23], [79, 245, 52, 25], [87, 274, 47, 22], [105, 166, 7, 11], [123, 164, 6, 11], [132, 198, 12, 22], [138, 221, 11, 23], [143, 249, 12, 25], [146, 276, 12, 23], [353, 210, 11, 11], [356, 233, 11, 14], [399, 234, 6, 11], [437, 54, 14, 14], [440, 92, 11, 14], [442, 73, 9, 15], [445, 113, 9, 17], [445, 135, 12, 15], [448, 154, 9, 15], [484, 49, 7, 17], [484, 70, 9, 19], [485, 89, 11, 19], [485, 111, 9, 17], [488, 132, 9, 14], [488, 150, 11, 17], [490, 170, 9, 12], [495, 89, 14, 17], [498, 47, 11, 17], [498, 68, 11, 15], [500, 108, 9, 15], [500, 225, 11, 7], [503, 130, 9, 14], [504, 151, 9, 15], [504, 167, 11, 14], [515, 221, 12, 7], [530, 47, 4, 17], [530, 67, 6, 15], [530, 89, 6, 14], [531, 111, 7, 11], [531, 127, 7, 17], [533, 148, 6, 15], [533, 215, 11, 11], [535, 169, 4, 9], [538, 70, 6, 14], [539, 47, 4, 17], [539, 89, 4, 15], [541, 108, 6, 17], [541, 127, 6, 17], [541, 148, 6, 14], [543, 169, 4, 11], [546, 51, 6, 15], [546, 70, 7, 14], [547, 89, 6, 14], [549, 110, 6, 14], [549, 127, 6, 17], [549, 150, 6, 12], [549, 169, 6, 12], [552, 186, 4, 14], [554, 49, 7, 17], [554, 70, 7, 14], [554, 89, 7, 14], [554, 108, 9, 14], [554, 206, 6, 14], [554, 225, 4, 12], [557, 130, 6, 14], [557, 148, 6, 12], [557, 167, 6, 12], [557, 186, 7, 12], [562, 51, 7, 15], [562, 70, 6, 14], [562, 110, 9, 12], [562, 127, 11, 15], [563, 89, 7, 15], [565, 148, 7, 12], [565, 185, 7, 12], [567, 167, 6, 11], [578, 402, 19, 39]]",Others,Japan,1024,765,annotator155,d74fdc4b64b21978_Window_3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53-54-55-56-57-58-59-60-61-62-63-64-65-66-67-68-69-70-71-72-73-74-75-76-77-78-79-80-81-82-83-84-85-86-87
monitor_(computer_equipment) computer_monitor,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,149222.jpg,LVIS,"[[1, 0, 286, 247]]",Screen,Japan,500,383,annotator155,149222_monitor_(computer_equipment) computer_monitor_0
ring,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,255375.jpg,LVIS,"[[371, 292, 5, 8], [127, 395, 27, 16], [136, 405, 14, 20], [288, 254, 8, 9]]",Accessory,Japan,640,427,annotator155,255375_ring_7-8-9-10
sofa,"[1, 1, 0, 0, 0, 0]",2,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,173825.jpg,LVIS,"[[0, 226, 505, 234], [78, 190, 202, 79]]",Home interior,Japan,640,480,annotator155,173825_sofa_0-1
suitcase,"[1, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",37,Female,0,CrowdWorks,6,4,7,7,10,283548.jpg,LVIS,"[[113, 243, 213, 185]]",Others,Japan,443,640,annotator155,283548_suitcase_2
