category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Boy,"[0, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,86a6366f57093823.jpg,OpenImages,"[[76, 134, 157, 441], [142, 205, 212, 370], [368, 194, 166, 381]]",Person,UK,1024,576,annotator303,86a6366f57093823_Boy_10-11-12
Building,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,86a6366f57093823.jpg,OpenImages,"[[0, 0, 1018, 571]]",Others,UK,1024,576,annotator303,86a6366f57093823_Building_7
Car,"[1, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,0443efb101717113.jpg,OpenImages,"[[0, 89, 16, 67], [87, 105, 833, 481]]",Others,UK,1024,682,annotator303,0443efb101717113_Car_0-1
Computer monitor,"[0, 0, 1, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,7408fef212a5d3bc.jpg,OpenImages,"[[534, 0, 489, 376]]",Screen,UK,1024,768,annotator303,7408fef212a5d3bc_Computer monitor_0
House,"[1, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,1ead457c867be1cd.jpg,OpenImages,"[[0, 0, 1022, 677]]",Others,UK,1024,681,annotator303,1ead457c867be1cd_House_0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",22,Male,1,Prolific,3,8,4,8,7,1e7b2a58768e328c.jpg,OpenImages,"[[135, 50, 420, 344]]",Person,UK,667,1024,annotator303,1e7b2a58768e328c_Human face_0
Laptop,"[1, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,7408fef212a5d3bc.jpg,OpenImages,"[[49, 0, 499, 526]]",Screen,UK,1024,768,annotator303,7408fef212a5d3bc_Laptop_2
Man,"[0, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,86a6366f57093823.jpg,OpenImages,"[[0, 197, 119, 377], [357, 56, 230, 505]]",Person,UK,1024,576,annotator303,86a6366f57093823_Man_13-14
Person,"[1, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,86a6366f57093823.jpg,OpenImages,"[[605, 253, 184, 322], [755, 62, 205, 513]]",Others,UK,1024,576,annotator303,86a6366f57093823_Person_8-9
Picture frame,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,53f9fa304263f470.jpg,OpenImages,"[[691, 12, 145, 171]]",Photo,UK,1024,768,annotator303,53f9fa304263f470_Picture frame_3
Vehicle registration plate,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",22,Male,1,Prolific,3,8,4,8,7,0443efb101717113.jpg,OpenImages,"[[667, 423, 148, 58]]",Vehicle Plate,UK,1024,682,annotator303,0443efb101717113_Vehicle registration plate_2
