category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Human face,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1076753c4c6ddb22.jpg,OpenImages,"[[251, 200, 113, 109], [747, 174, 125, 131]]",Person,UK,1024,772,annotator448,1076753c4c6ddb22_Human face_0-1
Human face,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1b0366e125f4e3db.jpg,OpenImages,"[[366, 74, 134, 268]]",Person,UK,1024,591,annotator448,1b0366e125f4e3db_Human face_0
Human hair,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1b0366e125f4e3db.jpg,OpenImages,"[[80, 0, 366, 500]]",Person,UK,1024,591,annotator448,1b0366e125f4e3db_Human hair_1
Human head,"[0, 0, 0, 1, 0, 0]",5,"[0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1076753c4c6ddb22.jpg,OpenImages,"[[227, 199, 139, 107], [741, 174, 144, 133]]",Person,UK,1024,772,annotator448,1076753c4c6ddb22_Human head_8-9
Human head,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,66368d8f0c538ba7.jpg,OpenImages,"[[175, 420, 46, 52], [388, 325, 100, 135], [666, 263, 47, 49]]",Person,UK,1024,819,annotator448,66368d8f0c538ba7_Human head_0-1-2
Human nose,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1076753c4c6ddb22.jpg,OpenImages,"[[314, 208, 30, 38], [776, 203, 36, 35]]",Person,UK,1024,772,annotator448,1076753c4c6ddb22_Human nose_6-7
Man,"[0, 0, 1, 1, 1, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1076753c4c6ddb22.jpg,OpenImages,"[[613, 117, 404, 650]]",Person,UK,1024,772,annotator448,1076753c4c6ddb22_Man_10
Manual Label,"[1, 0, 0, 0, 0, 0]",5,"[0, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,118811.jpg,LVIS,"[[80, 182, 140, 137]]",Others,UK,425,640,annotator448,118811_Manual Label_0
Manual Label,"[1, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,160201.jpg,LVIS,"[[231, 75, 120, 87]]",Others,UK,500,375,annotator448,160201_Manual Label_0
Object 0,"[0, 1, 1, 1, 0, 0]",6,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,115870.jpg,LVIS,"[[32, 55, 590, 316]]",Others,UK,640,426,annotator448,115870_Object 0_0
Object 0,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,176359.jpg,LVIS,"[[377, 37, 72, 48]]",Others,UK,640,319,annotator448,176359_Object 0_0
Object 1,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,176359.jpg,LVIS,"[[385, 25, 62, 64]]",Others,UK,640,319,annotator448,176359_Object 1_1
Person,"[1, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,1076753c4c6ddb22.jpg,OpenImages,"[[102, 120, 325, 646]]",Others,UK,1024,772,annotator448,1076753c4c6ddb22_Person_5
cellular_telephone,"[0, 0, 1, 0, 0, 0]",1,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,10130.jpg,LVIS,"[[42, 9, 12, 30], [182, 153, 31, 16], [8, 218, 98, 181], [133, 217, 99, 181], [301, 216, 13, 29], [420, 41, 200, 160], [393, 341, 21, 16]]",Others,UK,640,427,annotator448,10130_cellular_telephone_2-3-4-5-6-7-8
license_plate,"[1, 1, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,1,Prolific,4,4,5,8,10,13815.jpg,LVIS,"[[530, 241, 4, 3], [359, 254, 6, 3]]",Vehicle Plate,UK,640,381,annotator448,13815_license_plate_0-1
