category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Book,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,3edf7490a8c07e59.jpg,OpenImages,"[[124, 108, 809, 620]]",Book,Japan,1024,768,annotator114,3edf7490a8c07e59_Book_0
Human eye,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,05a1e3bdf907e2a0.jpg,OpenImages,"[[595, 441, 92, 42], [768, 425, 97, 44]]",Person,Japan,1024,1024,annotator114,05a1e3bdf907e2a0_Human eye_3-4
Human face,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,266a3f657957cba7.jpg,OpenImages,"[[338, 320, 170, 243]]",Person,Japan,833,1024,annotator114,266a3f657957cba7_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,05a1e3bdf907e2a0.jpg,OpenImages,"[[552, 286, 360, 462]]",Person,Japan,1024,1024,annotator114,05a1e3bdf907e2a0_Human face_0
Human head,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,05a1e3bdf907e2a0.jpg,OpenImages,"[[536, 260, 388, 491]]",Person,Japan,1024,1024,annotator114,05a1e3bdf907e2a0_Human head_2
Man,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,266a3f657957cba7.jpg,OpenImages,"[[146, 270, 539, 743]]",Person,Japan,833,1024,annotator114,266a3f657957cba7_Man_1
Object 0,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,251016.jpg,LVIS,"[[390, 283, 65, 77]]",Others,Japan,640,403,annotator114,251016_Object 0_2
Person,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,07080581c9f69bf9.jpg,OpenImages,"[[16, 182, 300, 502], [458, 146, 186, 532], [732, 107, 173, 557]]",Others,Japan,1024,685,annotator114,07080581c9f69bf9_Person_0-1-2
Person,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,05a1e3bdf907e2a0.jpg,OpenImages,"[[519, 182, 390, 558]]",Others,Japan,1024,1024,annotator114,05a1e3bdf907e2a0_Person_1
bottle,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,237886.jpg,LVIS,"[[509, 181, 11, 28], [254, 268, 19, 59], [46, 289, 31, 84], [499, 177, 10, 31], [485, 181, 11, 26], [196, 256, 23, 63]]",Others,Japan,640,425,annotator114,237886_bottle_5-6-7-8-9-10
dispenser,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,237886.jpg,LVIS,"[[196, 255, 23, 65], [46, 289, 31, 84], [254, 268, 20, 59]]",Machine,Japan,640,425,annotator114,237886_dispenser_42-43-44
identity,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,10eb9f46843bd20c.jpg,OpenImages,"[[4, 150, 1020, 615], [0, 1, 1024, 499]]",Others,Japan,1024,768,annotator114,10eb9f46843bd20c_identity_0-1
passport,"[0, 0, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,251016.jpg,LVIS,"[[165, 33, 64, 85]]",Identity,Japan,640,403,annotator114,251016_passport_1
person,"[1, 0, 0, 1, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,324909.jpg,LVIS,"[[586, 342, 19, 30], [389, 305, 21, 36], [228, 288, 29, 47], [415, 330, 12, 11], [354, 160, 64, 180], [530, 277, 42, 93], [490, 307, 13, 22], [280, 287, 41, 50], [68, 287, 34, 44], [357, 317, 16, 21], [620, 289, 19, 95], [559, 342, 25, 29], [158, 160, 118, 191], [515, 315, 9, 16]]",Person,Japan,640,480,annotator114,324909_person_0-1-2-3-4-5-6-7-8-9-10-11-12-13
sewing_machine,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,39477.jpg,LVIS,"[[151, 266, 60, 88]]",Machine,Japan,640,421,annotator114,39477_sewing_machine_0
soap,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,237886.jpg,LVIS,"[[254, 302, 18, 25], [46, 289, 31, 85], [196, 255, 23, 63]]",Others,Japan,640,425,annotator114,237886_soap_11-12-13
wallet,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Female,1,CrowdWorks,4,6,5,6,8,251016.jpg,LVIS,"[[219, 176, 94, 72]]",Others,Japan,640,403,annotator114,251016_wallet_0
