category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[0, 0, 1024, 768]]",Others,Japan,1024,768,annotator112,04e3bee2eeaf280e_Building_4
Building,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,10a8197a3cf39567.jpg,OpenImages,"[[646, 208, 256, 212]]",Others,Japan,1024,768,annotator112,10a8197a3cf39567_Building_3
Car,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,af6e45d2e9a8b7a3.jpg,OpenImages,"[[0, 569, 124, 55], [1, 639, 89, 65], [283, 561, 142, 73], [288, 436, 38, 19], [299, 430, 35, 19], [363, 447, 41, 27], [440, 460, 57, 33], [454, 454, 44, 24], [745, 460, 91, 41], [872, 563, 152, 83], [936, 560, 88, 51]]",Others,Japan,1024,768,annotator112,af6e45d2e9a8b7a3_Car_1-2-3-4-5-6-7-8-9-10-11
Car,"[1, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,044417ca6134604f.jpg,OpenImages,"[[25, 154, 888, 400], [557, 60, 466, 406]]",Others,Japan,1024,683,annotator112,044417ca6134604f_Car_1-2
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[104, 643, 148, 123], [336, 614, 142, 151], [356, 601, 94, 41], [452, 656, 204, 110], [460, 566, 54, 41], [513, 553, 27, 48], [630, 656, 108, 110], [692, 646, 89, 120], [704, 611, 35, 38]]",Clothing,Japan,1024,768,annotator112,04e3bee2eeaf280e_Clothing_6-7-8-9-10-11-12-13-14
Computer monitor,"[1, 0, 0, 1, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,4342a7037ea1bdea.jpg,OpenImages,"[[1, 43, 1020, 664]]",Screen,Japan,1024,768,annotator112,4342a7037ea1bdea_Computer monitor_0
Human body,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[102, 524, 635, 243]]",Person,Japan,1024,768,annotator112,04e3bee2eeaf280e_Human body_15
Human face,"[1, 1, 1, 1, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[392, 593, 36, 36], [505, 619, 46, 55]]",Person,Japan,1024,768,annotator112,04e3bee2eeaf280e_Human face_0-1
Human head,"[1, 0, 1, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[385, 523, 152, 41], [390, 588, 36, 36], [497, 595, 56, 76], [696, 601, 22, 22]]",Person,Japan,1024,768,annotator112,04e3bee2eeaf280e_Human head_16-17-18-19
Laptop,"[1, 1, 0, 1, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,4342a7037ea1bdea.jpg,OpenImages,"[[0, 48, 1024, 720]]",Screen,Japan,1024,768,annotator112,4342a7037ea1bdea_Laptop_2
Man,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[448, 600, 211, 168]]",Person,Japan,1024,768,annotator112,04e3bee2eeaf280e_Man_22
Object 0,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,af6e45d2e9a8b7a3.jpg,OpenImages,"[[120, 682, 41, 74]]",Others,Japan,1024,768,annotator112,af6e45d2e9a8b7a3_Object 0_23
Person,"[1, 0, 1, 1, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,04e3bee2eeaf280e.jpg,OpenImages,"[[102, 524, 636, 243]]",Others,Japan,1024,768,annotator112,04e3bee2eeaf280e_Person_5
Plant,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,10a8197a3cf39567.jpg,OpenImages,"[[0, 319, 1024, 448]]",Others,Japan,1024,768,annotator112,10a8197a3cf39567_Plant_0
Skyscraper,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,10a8197a3cf39567.jpg,OpenImages,"[[0, 48, 206, 440], [392, 89, 203, 321]]",Scenery,Japan,1024,768,annotator112,10a8197a3cf39567_Skyscraper_1-2
Skyscraper,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,af6e45d2e9a8b7a3.jpg,OpenImages,"[[0, 0, 1022, 366]]",Scenery,Japan,1024,768,annotator112,af6e45d2e9a8b7a3_Skyscraper_0
Tablet computer,"[1, 0, 0, 1, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,4342a7037ea1bdea.jpg,OpenImages,"[[0, 46, 1022, 719]]",Screen,Japan,1024,768,annotator112,4342a7037ea1bdea_Tablet computer_1
Tomato,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,9338ef15df611769.jpg,OpenImages,"[[348, 88, 377, 511]]",Others,Japan,1024,768,annotator112,9338ef15df611769_Tomato_0
Tower,"[0, 1, 0, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,af6e45d2e9a8b7a3.jpg,OpenImages,"[[112, 0, 102, 438]]",Others,Japan,1024,768,annotator112,af6e45d2e9a8b7a3_Tower_21
Vehicle,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,af6e45d2e9a8b7a3.jpg,OpenImages,"[[0, 332, 1024, 369]]",Others,Japan,1024,768,annotator112,af6e45d2e9a8b7a3_Vehicle_22
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,044417ca6134604f.jpg,OpenImages,"[[706, 353, 107, 46]]",Vehicle Plate,Japan,1024,683,annotator112,044417ca6134604f_Vehicle registration plate_3
flute_glass,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,147187.jpg,LVIS,"[[479, 155, 54, 168]]",Others,Japan,640,480,annotator112,147187_flute_glass_0
tag,"[1, 0, 0, 1, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,1,CrowdWorks,6,5,7,8,10,195886.jpg,LVIS,"[[347, 252, 5, 20], [458, 289, 19, 17]]",Printed Material,Japan,640,480,annotator112,195886_tag_0-1
