category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Book,"[1, 1, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,19aa0e0ad2fa06b6.jpg,OpenImages,"[[0, 0, 52, 35], [0, 0, 1016, 152], [0, 292, 97, 115], [0, 416, 75, 99], [1, 164, 398, 144], [1, 518, 86, 129], [232, 331, 161, 103], [312, 504, 110, 139], [436, 166, 279, 175], [438, 532, 291, 233], [443, 356, 369, 228], [716, 152, 305, 190], [734, 600, 251, 166], [814, 388, 182, 158]]",Book,Japan,1024,768,annotator123,19aa0e0ad2fa06b6_Book_5-6-7-8-9-10-11-12-13-14-15-16-17-18
Bookcase,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,19aa0e0ad2fa06b6.jpg,OpenImages,"[[0, 0, 1024, 766]]",Others,Japan,1024,768,annotator123,19aa0e0ad2fa06b6_Bookcase_1
Building,"[0, 1, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,19aa0e0ad2fa06b6.jpg,OpenImages,"[[0, 0, 1022, 766]]",Others,Japan,1024,768,annotator123,19aa0e0ad2fa06b6_Building_2
Chair,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,4efbf3d3374b6f2a.jpg,OpenImages,"[[209, 0, 208, 301]]",Finger,Japan,681,1024,annotator123,4efbf3d3374b6f2a_Chair_0
Clothing,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,328d85c3e2627405.jpg,OpenImages,"[[172, 237, 511, 465]]",Clothing,Japan,1024,839,annotator123,328d85c3e2627405_Clothing_0
Clothing,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,01ada3c0d980be5e.jpg,OpenImages,"[[0, 178, 1024, 506]]",Clothing,Japan,1024,685,annotator123,01ada3c0d980be5e_Clothing_23
Clothing,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,19aa0e0ad2fa06b6.jpg,OpenImages,"[[44, 260, 491, 505]]",Clothing,Japan,1024,768,annotator123,19aa0e0ad2fa06b6_Clothing_4
Dress,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,33877ac31b17f815.jpg,OpenImages,"[[0, 326, 78, 694], [33, 454, 624, 568]]",Others,Japan,768,1024,annotator123,33877ac31b17f815_Dress_1-2
Dress,"[1, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,b61fffa88a151227.jpg,OpenImages,"[[153, 268, 291, 523]]",Others,Japan,768,1024,annotator123,b61fffa88a151227_Dress_3
Girl,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",46,Female,1,CrowdWorks,6,6,8,8,9,33877ac31b17f815.jpg,OpenImages,"[[28, 19, 652, 1004]]",Person,Japan,768,1024,annotator123,33877ac31b17f815_Girl_4
