category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Clothing,"[1, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,01ab773186c630c4.jpg,OpenImages,"[[0, 212, 9, 84], [13, 296, 70, 58], [22, 207, 50, 82], [90, 273, 54, 83], [119, 199, 21, 63], [123, 207, 63, 92], [173, 195, 21, 74], [202, 180, 58, 172], [294, 176, 42, 126], [332, 172, 87, 204], [407, 167, 53, 161], [470, 165, 82, 219], [533, 148, 47, 122], [618, 156, 35, 143], [643, 164, 49, 115], [700, 153, 49, 146], [733, 175, 31, 136], [766, 159, 54, 92], [805, 143, 38, 78], [839, 151, 67, 147], [895, 136, 34, 120], [929, 138, 41, 95], [982, 157, 39, 122]]",Clothing,UK,1024,527,annotator512,01ab773186c630c4_Clothing_1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23
Footwear,"[1, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,01ab773186c630c4.jpg,OpenImages,"[[0, 355, 26, 15], [59, 341, 29, 10], [230, 346, 25, 11], [261, 339, 15, 10], [310, 346, 29, 22], [336, 420, 53, 21], [419, 415, 50, 21], [420, 330, 19, 18], [449, 327, 25, 14], [464, 426, 51, 27], [538, 400, 53, 27], [566, 323, 22, 10], [611, 300, 19, 13], [641, 313, 11, 14], [676, 307, 21, 15], [728, 311, 18, 11], [750, 313, 15, 10], [787, 296, 10, 17], [803, 297, 9, 11], [823, 300, 18, 15], [840, 296, 13, 14], [868, 301, 11, 7], [886, 300, 13, 9], [895, 284, 6, 7], [911, 284, 14, 9], [947, 276, 15, 14]]",Others,UK,1024,527,annotator512,01ab773186c630c4_Footwear_24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49
Object 0,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,10056.jpg,LVIS,"[[201, 291, 31, 46]]",Others,UK,640,482,annotator512,10056_Object 0_0
Object 1,"[1, 0, 0, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,152501.jpg,LVIS,"[[166, 124, 308, 218]]",Others,UK,640,480,annotator512,152501_Object 1_1
Person,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,01ab773186c630c4.jpg,OpenImages,"[[0, 112, 1024, 343]]",Others,UK,1024,527,annotator512,01ab773186c630c4_Person_0
Woman,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,01ab773186c630c4.jpg,OpenImages,"[[9, 264, 79, 99], [18, 188, 75, 114], [91, 264, 55, 91], [120, 183, 70, 124], [604, 131, 53, 184], [693, 150, 62, 159], [709, 136, 62, 191], [802, 108, 53, 205], [839, 122, 80, 189], [976, 130, 46, 161]]",Person,UK,1024,527,annotator512,01ab773186c630c4_Woman_50-51-52-53-54-55-56-57-58-59
bed,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,115885.jpg,LVIS,"[[217, 161, 282, 213]]",Home interior,UK,500,375,annotator512,115885_bed_2
binder,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,143186.jpg,LVIS,"[[350, 120, 149, 209]]",Others,UK,500,400,annotator512,143186_binder_0
blanket,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,115885.jpg,LVIS,"[[220, 165, 279, 208]]",Others,UK,500,375,annotator512,115885_blanket_1
bottle,"[1, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",26,Male,0,Prolific,5,8,7,7,7,130921.jpg,LVIS,"[[388, 462, 62, 91], [109, 361, 64, 179], [236, 431, 56, 122]]",Others,UK,640,554,annotator512,130921_bottle_4-5-6
