category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
17,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",28,0,1,0,7,9,7,4,10,119614.jpg,0,"[[31, 88, 62, 58], [24, 3, 89, 71]]",Others,0,640,480,annotator307,119614_plastic_bag_6-7,119614_plastic_bag_6-7_annotator307
1,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,46afaf945caee54c.jpg,1,"[[231, 119, 570, 565]]",Person,0,1024,685,annotator307,46afaf945caee54c_Human body_4,46afaf945caee54c_Human body_4_annotator307
18,"[1, 1, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,119614.jpg,0,"[[95, 86, 542, 287]]",Others,0,640,480,annotator307,119614_suitcase_1,119614_suitcase_1_annotator307
8,"[0, 1, 1, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,108253.jpg,0,"[[237, 0, 127, 318]]",Food,0,480,640,annotator307,108253_beer_bottle_0,108253_beer_bottle_0_annotator307
10,"[0, 1, 1, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",28,0,1,0,7,9,7,4,10,107656.jpg,0,"[[368, 291, 83, 41]]",Others,0,500,375,annotator307,107656_box_0,107656_box_0_annotator307
16,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,148620.jpg,0,"[[224, 60, 203, 167], [22, 140, 142, 99]]",Screen,0,500,375,annotator307,148620_monitor_(computer_equipment) computer_monitor_1-2,148620_monitor_(computer_equipment) computer_monitor_1-2_annotator307
6,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,d94378dc2841b503.jpg,1,"[[0, 149, 264, 267], [72, 182, 64, 86], [141, 152, 48, 169], [276, 170, 31, 84], [315, 148, 66, 152], [457, 111, 487, 279], [936, 389, 80, 98]]",Others,0,1024,683,annotator307,d94378dc2841b503_Tower_3-4-5-6-7-8-9,d94378dc2841b503_Tower_3-4-5-6-7-8-9_annotator307
13,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",28,0,1,0,7,9,7,4,10,119600.jpg,0,"[[242, 80, 28, 84]]",Others,0,640,199,annotator307,119600_fireplug_5,119600_fireplug_5_annotator307
4,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,107656.jpg,0,"[[3, 1, 493, 373]]",Others,0,500,375,annotator307,107656_Object 0_2,107656_Object 0_2_annotator307
2,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,46afaf945caee54c.jpg,1,"[[559, 261, 37, 25], [620, 278, 28, 18]]",Person,0,1024,685,annotator307,46afaf945caee54c_Human eye_5-6,46afaf945caee54c_Human eye_5-6_annotator307
5,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,d94378dc2841b503.jpg,1,"[[0, 149, 389, 255], [463, 113, 484, 219]]",Scenery,0,1024,683,annotator307,d94378dc2841b503_Skyscraper_0-1,d94378dc2841b503_Skyscraper_0-1_annotator307
14,"[1, 1, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",28,0,1,0,7,9,7,4,10,2407133109865114.jpg,1,"[[104, 161, 382, 473]]",Others,0,540,720,annotator307,2407133109865114_identity_0,2407133109865114_identity_0_annotator307
9,"[0, 0, 1, 0, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",28,0,1,0,7,9,7,4,10,119614.jpg,0,"[[15, 40, 41, 60], [49, 169, 49, 28], [41, 149, 39, 33]]",Book,0,640,480,annotator307,119614_book_2-3-4,119614_book_2-3-4_annotator307
