category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
6,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,18377e98a9b3e0ec.jpg,1,"[[243, 414, 135, 138]]",Person,0,679,1024,annotator465,18377e98a9b3e0ec_Human face_0,18377e98a9b3e0ec_Human face_0_annotator465
10,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[316, 345, 49, 33], [524, 353, 55, 33]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Human mouth_28-29,5bcc87c13b42e844_Human mouth_28-29_annotator465
16,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,453549.jpg,0,"[[186, 230, 31, 44], [91, 270, 16, 23], [69, 295, 7, 42], [327, 262, 10, 51], [226, 616, 36, 23], [66, 317, 36, 23], [419, 287, 31, 36], [317, 559, 72, 48], [258, 327, 19, 21]]",Others,0,480,640,annotator465,453549_strap_8-9-10-11-12-13-14-15-16,453549_strap_8-9-10-11-12-13-14-15-16_annotator465
1,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[0, 164, 145, 748], [59, 388, 528, 460], [392, 371, 363, 284]]",Clothing,0,768,1024,annotator465,5bcc87c13b42e844_Clothing_10-11-12,5bcc87c13b42e844_Clothing_10-11-12_annotator465
9,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[99, 104, 271, 302], [428, 188, 163, 214]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Human head_16-17,5bcc87c13b42e844_Human head_16-17_annotator465
8,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[467, 388, 79, 96], [504, 660, 238, 107], [577, 632, 113, 60]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Human hand_22-23-24,5bcc87c13b42e844_Human hand_22-23-24_annotator465
11,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",22,0,1,0,2,6,3,7,7,241503.jpg,0,"[[437, 9, 194, 138]]",Others,0,640,480,annotator465,241503_Object 0_21,241503_Object 0_21_annotator465
14,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",22,0,1,0,2,6,3,7,7,241503.jpg,0,"[[0, 198, 478, 281]]",Home interior,0,640,480,annotator465,241503_bed_0,241503_bed_0_annotator465
5,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[289, 291, 28, 20], [352, 262, 12, 25], [510, 316, 20, 12], [566, 294, 17, 22]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Human eye_18-19-20-21,5bcc87c13b42e844_Human eye_18-19-20-21_annotator465
15,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,453549.jpg,0,"[[181, 185, 74, 89], [331, 235, 19, 10], [259, 250, 34, 19], [270, 236, 15, 15], [350, 145, 107, 89], [283, 238, 9, 8]]",Others,0,480,640,annotator465,453549_hat_2-3-4-5-6-7,453549_hat_2-3-4-5-6-7_annotator465
4,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[0, 1, 147, 958], [62, 108, 679, 752], [358, 187, 387, 460]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Human body_13-14-15,5bcc87c13b42e844_Human body_13-14-15_annotator465
2,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,5bcc87c13b42e844.jpg,1,"[[0, 0, 147, 1024], [60, 83, 678, 761], [388, 193, 366, 460]]",Person,0,768,1024,annotator465,5bcc87c13b42e844_Girl_5-6-7,5bcc87c13b42e844_Girl_5-6-7_annotator465
4,"[1, 0, 0, 0, 0, 1]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",22,0,1,0,2,6,3,7,7,18377e98a9b3e0ec.jpg,1,"[[103, 323, 502, 429]]",Person,0,679,1024,annotator465,18377e98a9b3e0ec_Human body_2,18377e98a9b3e0ec_Human body_2_annotator465
