category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
1,"[1, 1, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,0013ea2087020901.jpg,1,"[[304, 251, 31, 10], [359, 247, 29, 15]]",Person,0,732,1024,annotator233,0013ea2087020901_Human eye_5-6,0013ea2087020901_Human eye_5-6_annotator233
6,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,887113740f7d7548.jpg,1,"[[0, 57, 98, 263], [91, 116, 98, 161], [183, 85, 60, 182], [334, 219, 72, 70], [364, 204, 28, 16], [434, 206, 110, 66], [550, 210, 46, 55]]",Scenery,0,1024,681,annotator233,887113740f7d7548_Skyscraper_0-1-2-3-4-5-6,887113740f7d7548_Skyscraper_0-1-2-3-4-5-6_annotator233
8,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,215114.jpg,0,"[[68, 301, 70, 132]]",Printed Material,0,548,640,annotator233,215114_calendar_4,215114_calendar_4_annotator233
9,"[0, 0, 1, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,119337.jpg,0,"[[346, 211, 145, 215], [539, 141, 100, 285], [70, 186, 56, 160], [145, 198, 106, 226]]",Clothing,0,640,427,annotator233,119337_dress_3-4-5-6,119337_dress_3-4-5-6_annotator233
13,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,215114.jpg,0,"[[0, 0, 509, 640]]",Others,0,548,640,annotator233,215114_refrigerator_5,215114_refrigerator_5_annotator233
4,"[0, 0, 0, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,1cc51804460299fb.jpg,1,"[[327, 399, 344, 92]]",Electronic Devices,0,1024,1024,annotator233,1cc51804460299fb_Microphone_0,1cc51804460299fb_Microphone_0_annotator233
2,"[1, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,0013ea2087020901.jpg,1,"[[289, 151, 137, 173], [292, 207, 131, 109]]",Person,0,732,1024,annotator233,0013ea2087020901_Human face_0-1,0013ea2087020901_Human face_0-1_annotator233
14,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,215114.jpg,0,"[[225, 161, 54, 89]]",Others,0,548,640,annotator233,215114_spectacles_6,215114_spectacles_6_annotator233
10,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,125699.jpg,0,"[[149, 249, 9, 3]]",Vehicle Plate,0,640,427,annotator233,125699_license_plate_0,125699_license_plate_0_annotator233
7,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",41,0,2,0,4,6,6,8,9,125699.jpg,0,"[[105, 162, 203, 100]]",Others,0,640,427,annotator233,125699_bus_(vehicle)_4,125699_bus_(vehicle)_4_annotator233
