category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
7,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,5ba4992a5dec8a7a.jpg,1,"[[447, 375, 171, 255], [774, 192, 114, 53], [870, 0, 153, 212]]",Person,0,1024,1024,annotator264,5ba4992a5dec8a7a_Human hair_1-2-3,5ba4992a5dec8a7a_Human hair_1-2-3_annotator264
6,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,01f26ca52e27a8d9.jpg,1,"[[0, 230, 64, 98], [425, 221, 77, 100], [637, 310, 89, 111], [822, 292, 61, 61]]",Person,0,1024,768,annotator264,01f26ca52e27a8d9_Human face_0-1-2-3,01f26ca52e27a8d9_Human face_0-1-2-3_annotator264
15,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,135666.jpg,0,"[[613, 243, 8, 2], [463, 257, 8, 6], [52, 253, 6, 6], [59, 276, 10, 8], [422, 228, 5, 2]]",Vehicle Plate,0,640,480,annotator264,135666_license_plate_10-11-12-13-14,135666_license_plate_10-11-12-13-14_annotator264
9,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",25,0,2,0,4,6,9,7,4,02f5d2bc887486c6.jpg,1,"[[15, 221, 879, 375]]",Person,0,1024,680,annotator264,02f5d2bc887486c6_Human leg_0,02f5d2bc887486c6_Human leg_0_annotator264
13,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,5ba4992a5dec8a7a.jpg,1,"[[175, 369, 434, 650]]",Person,0,1024,1024,annotator264,5ba4992a5dec8a7a_Woman_15,5ba4992a5dec8a7a_Woman_15_annotator264
1,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",25,0,2,0,4,6,9,7,4,01f26ca52e27a8d9.jpg,1,"[[0, 208, 1024, 559]]",Clothing,0,1024,768,annotator264,01f26ca52e27a8d9_Clothing_23,01f26ca52e27a8d9_Clothing_23_annotator264
8,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,5ba4992a5dec8a7a.jpg,1,"[[508, 377, 94, 136], [870, 3, 151, 236]]",Person,0,1024,1024,annotator264,5ba4992a5dec8a7a_Human head_12-13,5ba4992a5dec8a7a_Human head_12-13_annotator264
16,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,135666.jpg,0,"[[462, 231, 125, 78], [217, 235, 144, 79], [44, 234, 166, 91]]",Others,0,640,480,annotator264,135666_motorcycle_5-6-7,135666_motorcycle_5-6-7_annotator264
11,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,0,2,0,4,6,9,7,4,01f26ca52e27a8d9.jpg,1,"[[2, 219, 148, 267], [66, 192, 116, 100], [107, 171, 93, 68], [128, 185, 160, 272], [242, 226, 121, 345], [333, 178, 50, 109], [356, 208, 207, 244], [381, 169, 70, 112], [518, 288, 301, 477], [592, 187, 50, 91], [646, 194, 75, 100], [717, 253, 224, 180], [877, 226, 114, 144], [950, 372, 70, 290]]",Others,0,1024,768,annotator264,01f26ca52e27a8d9_Person_9-10-11-12-13-14-15-16-17-18-19-20-21-22,01f26ca52e27a8d9_Person_9-10-11-12-13-14-15-16-17-18-19-20-21-22_annotator264
5,"[0, 1, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",25,0,2,0,4,6,9,7,4,02f5d2bc887486c6.jpg,1,"[[15, 309, 185, 147], [73, 223, 96, 87], [183, 196, 159, 200], [287, 128, 132, 455], [412, 156, 129, 411], [519, 156, 149, 431], [661, 272, 88, 162], [755, 290, 143, 214]]",Person,0,1024,680,annotator264,02f5d2bc887486c6_Human body_5-6-7-8-9-10-11-12,02f5d2bc887486c6_Human body_5-6-7-8-9-10-11-12_annotator264
