category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
6,"[1, 1, 1, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,49902.jpg,0,"[[27, 16, 335, 239]]",Others,0,375,500,annotator449,49902_Manual Label_0,49902_Manual Label_0_annotator449
1,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,0472586d97db6daf.jpg,1,"[[0, 0, 1024, 604]]",Person,0,1024,683,annotator449,0472586d97db6daf_Human body_2,0472586d97db6daf_Human body_2_annotator449
6,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,10192.jpg,0,"[[274, 108, 139, 143]]",Others,0,640,497,annotator449,10192_Manual Label_0,10192_Manual Label_0_annotator449
13,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,0,0,0,2,8,6,7,8,10192.jpg,0,"[[601, 166, 24, 31]]",Others,0,640,497,annotator449,10192_owl_7,10192_owl_7_annotator449
9,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,49902.jpg,0,"[[50, 84, 52, 34], [132, 148, 30, 26]]",Others,0,375,500,annotator449,49902_beanie_52-53,49902_beanie_52-53_annotator449
11,"[0, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,102205.jpg,0,"[[122, 305, 14, 18]]",Pet,0,640,480,annotator449,102205_dog_0,102205_dog_0_annotator449
5,"[1, 0, 0, 1, 1, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,0472586d97db6daf.jpg,1,"[[151, 83, 584, 512], [590, 93, 110, 268], [874, 0, 149, 554]]",Person,0,1024,683,annotator449,0472586d97db6daf_Man_8-9-10,0472586d97db6daf_Man_8-9-10_annotator449
3,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,0,0,0,2,8,6,7,8,00146ba1e50ed8d8.jpg,1,"[[127, 90, 218, 221], [292, 346, 170, 211]]",Person,0,1024,793,annotator449,00146ba1e50ed8d8_Human head_4-5,00146ba1e50ed8d8_Human head_4-5_annotator449
2,"[1, 0, 0, 0, 0, 1]",6,"[0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0]",34,0,0,0,2,8,6,7,8,00146ba1e50ed8d8.jpg,1,"[[102, 95, 234, 226], [112, 145, 206, 168]]",Person,0,1024,793,annotator449,00146ba1e50ed8d8_Human face_0-1,00146ba1e50ed8d8_Human face_0-1_annotator449
4,"[0, 0, 1, 0, 0, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",34,0,0,0,2,8,6,7,8,3e5b15d6fbdb70d2.jpg,1,"[[0, 1, 838, 441]]",Others,0,1024,576,annotator449,3e5b15d6fbdb70d2_Kitchen appliance_0,3e5b15d6fbdb70d2_Kitchen appliance_0_annotator449
8,"[1, 0, 1, 0, 1, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,003a5aaf6d17c917.jpg,1,"[[212, 250, 125, 99]]",Vehicle Plate,0,1024,683,annotator449,003a5aaf6d17c917_Vehicle registration plate_0,003a5aaf6d17c917_Vehicle registration plate_0_annotator449
6,"[1, 1, 0, 1, 1, 1]",6,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",34,0,0,0,2,8,6,7,8,314246.jpg,0,"[[35, 40, 433, 279]]",Others,0,500,384,annotator449,314246_Manual Label_0,314246_Manual Label_0_annotator449
