category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Building,"[1, 1, 0, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,1f2fa43cd79182ba.jpg,OpenImages,"[[0, 0, 1024, 680]]",Others,Japan,1024,680,annotator271,1f2fa43cd79182ba_Building_1,1f2fa43cd79182ba_Building_1_annotator271
Car,"[1, 1, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[116, 6, 762, 560], [862, 36, 43, 60]]",Others,Japan,1024,683,annotator271,0e50ea14c4fc1353_Car_3-4,0e50ea14c4fc1353_Car_3-4_annotator271
Clothing,"[1, 0, 0, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,00c710176e9c2996.jpg,OpenImages,"[[57, 283, 680, 736]]",Clothing,Japan,768,1024,annotator271,00c710176e9c2996_Clothing_1,00c710176e9c2996_Clothing_1_annotator271
Human body,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,00c710176e9c2996.jpg,OpenImages,"[[54, 89, 686, 926]]",Person,Japan,768,1024,annotator271,00c710176e9c2996_Human body_2,00c710176e9c2996_Human body_2_annotator271
Human face,"[1, 0, 1, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[326, 184, 49, 51], [421, 176, 36, 46], [515, 157, 42, 57]]",Person,Japan,1024,683,annotator271,0e50ea14c4fc1353_Human face_0-1-2,0e50ea14c4fc1353_Human face_0-1-2_annotator271
Human head,"[1, 0, 0, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,00c710176e9c2996.jpg,OpenImages,"[[331, 91, 169, 206]]",Person,Japan,768,1024,annotator271,00c710176e9c2996_Human head_3,00c710176e9c2996_Human head_3_annotator271
Man,"[1, 1, 0, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,00c710176e9c2996.jpg,OpenImages,"[[57, 92, 680, 924]]",Person,Japan,768,1024,annotator271,00c710176e9c2996_Man_8,00c710176e9c2996_Man_8_annotator271
Object 0,"[0, 1, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,128512.jpg,LVIS,"[[35, 33, 343, 155]]",Others,Japan,640,480,annotator271,128512_Object 0_26,128512_Object 0_26_annotator271
Person,"[1, 0, 1, 1, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[324, 173, 81, 81], [413, 163, 67, 78], [469, 148, 129, 96], [720, 0, 289, 98]]",Others,Japan,1024,683,annotator271,0e50ea14c4fc1353_Person_5-6-7-8,0e50ea14c4fc1353_Person_5-6-7-8_annotator271
Vehicle registration plate,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,0e50ea14c4fc1353.jpg,OpenImages,"[[582, 420, 173, 45]]",Vehicle Plate,Japan,1024,683,annotator271,0e50ea14c4fc1353_Vehicle registration plate_11,0e50ea14c4fc1353_Vehicle registration plate_11_annotator271
bookcase,"[0, 1, 0, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,10136.jpg,LVIS,"[[15, 77, 294, 527]]",Others,Japan,316,640,annotator271,10136_bookcase_0,10136_bookcase_0_annotator271
box,"[0, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",20,Female,2,CrowdWorks,3,4,2,6,10,128512.jpg,LVIS,"[[427, 154, 25, 20], [449, 141, 16, 14], [497, 156, 18, 21], [451, 154, 26, 21], [590, 132, 41, 28], [506, 143, 18, 17], [474, 141, 18, 17], [417, 140, 10, 17], [490, 142, 19, 17], [444, 120, 18, 21], [445, 124, 8, 24]]",Others,Japan,640,480,annotator271,128512_box_0-1-2-3-4-5-6-7-8-9-10,128512_box_0-1-2-3-4-5-6-7-8-9-10_annotator271
