category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Boy,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[25, 188, 740, 830], [273, 251, 420, 588]]",Person,Japan,768,1024,annotator113,07b12cccb39c75a5_Boy_14-15,07b12cccb39c75a5_Boy_14-15_annotator113
Clothing,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[24, 392, 508, 422], [297, 328, 296, 292]]",Clothing,Japan,768,1024,annotator113,07b12cccb39c75a5_Clothing_6-7,07b12cccb39c75a5_Clothing_6-7_annotator113
Human body,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[27, 184, 740, 836], [265, 252, 440, 600]]",Person,Japan,768,1024,annotator113,07b12cccb39c75a5_Human body_8-9,07b12cccb39c75a5_Human body_8-9_annotator113
Human eye,"[1, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,07b12cccb39c75a5.jpg,OpenImages,"[[208, 353, 27, 19], [380, 318, 15, 9], [411, 339, 11, 9]]",Person,Japan,768,1024,annotator113,07b12cccb39c75a5_Human eye_16-17-18,07b12cccb39c75a5_Human eye_16-17-18_annotator113
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,322056.jpg,LVIS,"[[300, 17, 143, 168]]",Others,Japan,500,480,annotator113,322056_Object 0_0,322056_Object 0_0_annotator113
Person,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,0c295283d2a46bd7.jpg,OpenImages,"[[0, 125, 765, 559], [854, 83, 169, 601]]",Others,Japan,1024,685,annotator113,0c295283d2a46bd7_Person_3-4,0c295283d2a46bd7_Person_3-4_annotator113
cigarette,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,18396.jpg,LVIS,"[[531, 433, 18, 22]]",Cigarettes,Japan,640,597,annotator113,18396_cigarette_0,18396_cigarette_0_annotator113
highchair,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,223761.jpg,LVIS,"[[3, 208, 475, 430]]",Others,Japan,480,640,annotator113,223761_highchair_0,223761_highchair_0_annotator113
knob,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,209503.jpg,LVIS,"[[569, 141, 8, 8], [559, 140, 7, 7]]",Others,Japan,640,426,annotator113,209503_knob_3-4,209503_knob_3-4_annotator113
person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",22,Female,3,CrowdWorks,6,6,5,8,6,239757.jpg,LVIS,"[[185, 108, 273, 238]]",Person,Japan,640,480,annotator113,239757_person_3,239757_person_3_annotator113
