category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Boy,"[1, 0, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,0847141f94804658.jpg,OpenImages,"[[282, 247, 169, 249], [570, 323, 142, 128]]",Person,Japan,1024,685,annotator231,0847141f94804658_Boy_2-3,0847141f94804658_Boy_2-3_annotator231
Car,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,00723dac8201a83e.jpg,OpenImages,"[[0, 259, 169, 219], [86, 240, 223, 161], [176, 201, 579, 243], [724, 144, 299, 283]]",Others,Japan,1024,768,annotator231,00723dac8201a83e_Car_0-1-2-3,00723dac8201a83e_Car_0-1-2-3_annotator231
Girl,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,46d613d6127cfa59.jpg,OpenImages,"[[422, 54, 13, 22], [422, 84, 13, 22], [422, 113, 13, 18], [441, 54, 13, 22], [442, 83, 13, 24], [442, 113, 10, 19], [445, 140, 9, 12], [460, 55, 13, 21], [460, 113, 13, 19], [462, 84, 10, 22], [480, 55, 10, 22], [481, 110, 9, 21], [521, 61, 13, 21], [539, 60, 16, 42], [582, 61, 36, 39]]",Person,Japan,1024,683,annotator231,46d613d6127cfa59_Girl_4-5-6-7-8-9-10-11-12-13-14-15-16-17-18,46d613d6127cfa59_Girl_4-5-6-7-8-9-10-11-12-13-14-15-16-17-18_annotator231
House,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,42fdbf5f7c05f39d.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,Japan,1024,683,annotator231,42fdbf5f7c05f39d_House_2,42fdbf5f7c05f39d_House_2_annotator231
Kitchen appliance,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,42fdbf5f7c05f39d.jpg,OpenImages,"[[0, 0, 1024, 683]]",Others,Japan,1024,683,annotator231,42fdbf5f7c05f39d_Kitchen appliance_0,42fdbf5f7c05f39d_Kitchen appliance_0_annotator231
Man,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,46d613d6127cfa59.jpg,OpenImages,"[[342, 104, 259, 482]]",Person,Japan,1024,683,annotator231,46d613d6127cfa59_Man_3,46d613d6127cfa59_Man_3_annotator231
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,00e8e1122ed9f31c.jpg,OpenImages,"[[135, 167, 660, 513]]",Others,Japan,1024,681,annotator231,00e8e1122ed9f31c_Person_1,00e8e1122ed9f31c_Person_1_annotator231
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,0847141f94804658.jpg,OpenImages,"[[0, 137, 1024, 547]]",Others,Japan,1024,685,annotator231,0847141f94804658_Person_1,0847141f94804658_Person_1_annotator231
Person,"[1, 1, 0, 0, 0, 0]",1,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,00723dac8201a83e.jpg,OpenImages,"[[296, 233, 54, 43], [499, 233, 54, 35], [691, 182, 80, 241]]",Others,Japan,1024,768,annotator231,00723dac8201a83e_Person_4-5-6,00723dac8201a83e_Person_4-5-6_annotator231
Vehicle registration plate,"[0, 0, 0, 0, 0, 1]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,00723dac8201a83e.jpg,OpenImages,"[[1, 408, 59, 30], [787, 347, 43, 27]]",Vehicle Plate,Japan,1024,768,annotator231,00723dac8201a83e_Vehicle registration plate_13-14,00723dac8201a83e_Vehicle registration plate_13-14_annotator231
Woman,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",47,Male,2,CrowdWorks,5,5,5,7,5,46d613d6127cfa59.jpg,OpenImages,"[[462, 83, 169, 404], [582, 60, 39, 42]]",Person,Japan,1024,683,annotator231,46d613d6127cfa59_Woman_1-2,46d613d6127cfa59_Woman_1-2_annotator231
