category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Bicycle,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,00e9084d1bc8e0ea.jpg,OpenImages,"[[81, 0, 844, 595]]",Others,Japan,1024,683,annotator217,00e9084d1bc8e0ea_Bicycle_0,00e9084d1bc8e0ea_Bicycle_0_annotator217
Bicycle wheel,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,00e9084d1bc8e0ea.jpg,OpenImages,"[[87, 210, 241, 309], [522, 185, 395, 407]]",Others,Japan,1024,683,annotator217,00e9084d1bc8e0ea_Bicycle wheel_30-31,00e9084d1bc8e0ea_Bicycle wheel_30-31_annotator217
Book,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,2310a9d90806ca38.jpg,OpenImages,"[[205, 310, 634, 304], [206, 470, 140, 147], [361, 309, 95, 144], [370, 466, 15, 48], [387, 466, 16, 45], [402, 469, 18, 39], [438, 395, 61, 52], [502, 555, 22, 34], [523, 321, 110, 128], [532, 476, 150, 141], [687, 324, 132, 128], [693, 476, 141, 131]]",Book,Japan,1024,682,annotator217,2310a9d90806ca38_Book_13-14-15-16-17-18-19-20-21-22-23-24,2310a9d90806ca38_Book_13-14-15-16-17-18-19-20-21-22-23-24_annotator217
Bookcase,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,2310a9d90806ca38.jpg,OpenImages,"[[164, 282, 699, 363]]",Others,Japan,1024,682,annotator217,2310a9d90806ca38_Bookcase_0,2310a9d90806ca38_Bookcase_0_annotator217
Building,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,bcb77ce7916f4fff.jpg,OpenImages,"[[0, 270, 1024, 497]]",Others,Japan,1024,768,annotator217,bcb77ce7916f4fff_Building_0,bcb77ce7916f4fff_Building_0_annotator217
Cabinetry,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,2310a9d90806ca38.jpg,OpenImages,"[[162, 265, 702, 380]]",Others,Japan,1024,682,annotator217,2310a9d90806ca38_Cabinetry_2,2310a9d90806ca38_Cabinetry_2_annotator217
Clothing,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,00e9084d1bc8e0ea.jpg,OpenImages,"[[48, 0, 234, 376], [486, 0, 157, 362], [734, 0, 178, 370], [977, 0, 46, 676], [980, 0, 43, 510]]",Clothing,Japan,1024,683,annotator217,00e9084d1bc8e0ea_Clothing_22-23-24-25-26,00e9084d1bc8e0ea_Clothing_22-23-24-25-26_annotator217
Furniture,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,2310a9d90806ca38.jpg,OpenImages,"[[861, 445, 99, 175]]",Others,Japan,1024,682,annotator217,2310a9d90806ca38_Furniture_25,2310a9d90806ca38_Furniture_25_annotator217
House,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,2310a9d90806ca38.jpg,OpenImages,"[[0, 0, 1024, 682]]",Others,Japan,1024,682,annotator217,2310a9d90806ca38_House_1,2310a9d90806ca38_House_1_annotator217
Human leg,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",36,Male,2,CrowdWorks,4,4,7,9,4,00e9084d1bc8e0ea.jpg,OpenImages,"[[86, 146, 86, 229], [95, 172, 72, 228], [166, 169, 132, 194], [197, 0, 241, 241], [199, 25, 237, 281], [291, 78, 187, 377], [338, 101, 138, 364], [478, 170, 92, 208], [569, 155, 58, 219], [732, 140, 164, 243], [762, 95, 75, 291], [762, 145, 78, 253]]",Person,Japan,1024,683,annotator217,00e9084d1bc8e0ea_Human leg_1-2-3-4-5-6-7-8-9-10-11-12,00e9084d1bc8e0ea_Human leg_1-2-3-4-5-6-7-8-9-10-11-12_annotator217
