category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Book,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,0a3873442ad329c2.jpg,OpenImages,"[[460, 264, 563, 418]]",Book,UK,1024,683,annotator337,0a3873442ad329c2_Book_1
Building,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,42cdf62be2cd206c.jpg,OpenImages,"[[636, 1, 387, 362]]",Others,UK,1024,685,annotator337,42cdf62be2cd206c_Building_0
Car,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,5444099c2d172faa.jpg,OpenImages,"[[0, 295, 72, 151], [63, 162, 872, 377]]",Others,UK,1024,576,annotator337,5444099c2d172faa_Car_0-1
Cosmetics,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,87a52aad8e5ad2bf.jpg,OpenImages,"[[0, 274, 891, 207]]",Cosmetics,UK,1024,869,annotator337,87a52aad8e5ad2bf_Cosmetics_1
Human body,"[0, 0, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,0a3873442ad329c2.jpg,OpenImages,"[[205, 126, 391, 528]]",Person,UK,1024,683,annotator337,0a3873442ad329c2_Human body_0
Human hand,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,87a52aad8e5ad2bf.jpg,OpenImages,"[[0, 219, 483, 649]]",Person,UK,1024,869,annotator337,87a52aad8e5ad2bf_Human hand_0
Man,"[0, 1, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,263784cf4057af29.jpg,OpenImages,"[[260, 171, 408, 850], [707, 129, 316, 890]]",Person,UK,1024,1024,annotator337,263784cf4057af29_Man_2-3
Man,"[0, 1, 1, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,0a3873442ad329c2.jpg,OpenImages,"[[208, 129, 395, 528]]",Person,UK,1024,683,annotator337,0a3873442ad329c2_Man_2
Object 0,"[0, 1, 1, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,0a3873442ad329c2.jpg,OpenImages,"[[663, 25, 130, 284]]",Others,UK,1024,683,annotator337,0a3873442ad329c2_Object 0_3
Suit,"[0, 0, 1, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",30,Male,1,Prolific,5,8,6,7,7,263784cf4057af29.jpg,OpenImages,"[[264, 303, 408, 720], [709, 262, 314, 761]]",Others,UK,1024,1024,annotator337,263784cf4057af29_Suit_0-1
