category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,064a8def3049d040.jpg,OpenImages,"[[0, 40, 918, 642]]",Others,Japan,1024,683,annotator180,064a8def3049d040_Car_0
Human face,"[1, 0, 1, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,09ea349ee555b61d.jpg,OpenImages,"[[350, 250, 121, 189], [673, 295, 91, 105]]",Person,Japan,1024,680,annotator180,09ea349ee555b61d_Human face_0-1
Human head,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,09ea349ee555b61d.jpg,OpenImages,"[[328, 220, 158, 223], [658, 251, 120, 144], [715, 434, 18, 31]]",Person,Japan,1024,680,annotator180,09ea349ee555b61d_Human head_9-10-11
Man,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,09ea349ee555b61d.jpg,OpenImages,"[[155, 220, 441, 459], [593, 250, 237, 325]]",Person,Japan,1024,680,annotator180,09ea349ee555b61d_Man_19-20
Object 0,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,0e9a64d2f2b322a5.jpg,OpenImages,"[[310, 21, 289, 318]]",Others,Japan,800,600,annotator180,0e9a64d2f2b322a5_Object 0_1
Object 0,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,459121.jpg,LVIS,"[[210, 121, 97, 203]]",Others,Japan,500,375,annotator180,459121_Object 0_3
Person,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,796bd28e09de2124.jpg,OpenImages,"[[313, 450, 258, 185]]",Others,Japan,727,1024,annotator180,796bd28e09de2124_Person_0
Person,"[1, 0, 1, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,09ea349ee555b61d.jpg,OpenImages,"[[149, 218, 676, 461]]",Others,Japan,1024,680,annotator180,09ea349ee555b61d_Person_3
Vehicle registration plate,"[1, 0, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,064a8def3049d040.jpg,OpenImages,"[[54, 485, 157, 104]]",Vehicle Plate,Japan,1024,683,annotator180,064a8def3049d040_Vehicle registration plate_1
identity,"[1, 0, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,CrowdWorks,2,5,2,9,9,0e9a64d2f2b322a5.jpg,OpenImages,"[[163, 402, 277, 139]]",Others,Japan,800,600,annotator180,0e9a64d2f2b322a5_identity_0
