category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Building,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,7ae56b9a673b49cb.jpg,OpenImages,"[[0, 0, 768, 1022]]",Others,Japan,768,1024,annotator84,7ae56b9a673b49cb_Building_7
Clothing,"[0, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,018d4a117c1d7e16.jpg,OpenImages,"[[82, 132, 401, 549]]",Clothing,Japan,1024,682,annotator84,018d4a117c1d7e16_Clothing_4
Girl,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,59f89863852379cf.jpg,OpenImages,"[[419, 196, 118, 176], [483, 211, 187, 340]]",Person,Japan,1024,768,annotator84,59f89863852379cf_Girl_26-27
Human body,"[1, 0, 0, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,59f89863852379cf.jpg,OpenImages,"[[0, 41, 870, 724]]",Person,Japan,1024,768,annotator84,59f89863852379cf_Human body_29
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,4a8a66861e06950b.jpg,OpenImages,"[[456, 345, 44, 51], [510, 366, 38, 47], [547, 360, 57, 75]]",Person,Japan,1024,768,annotator84,4a8a66861e06950b_Human face_0-1-2
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,018d4a117c1d7e16.jpg,OpenImages,"[[174, 202, 152, 75]]",Person,Japan,1024,682,annotator84,018d4a117c1d7e16_Human head_5
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,4a8a66861e06950b.jpg,OpenImages,"[[456, 329, 44, 65], [491, 360, 19, 48], [512, 356, 36, 55], [548, 345, 57, 84]]",Person,Japan,1024,768,annotator84,4a8a66861e06950b_Human head_6-7-8-9
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,018d4a117c1d7e16.jpg,OpenImages,"[[81, 131, 570, 547]]",Others,Japan,1024,682,annotator84,018d4a117c1d7e16_Mammal_6
Man,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,4a8a66861e06950b.jpg,OpenImages,"[[435, 326, 76, 436], [475, 347, 188, 420]]",Person,Japan,1024,768,annotator84,4a8a66861e06950b_Man_10-11
Manual Label,"[0, 0, 0, 0, 1, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,7ae56b9a673b49cb.jpg,OpenImages,"[[481, 737, 279, 91]]",Others,Japan,768,1024,annotator84,7ae56b9a673b49cb_Manual Label_0
Manual Label,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,160407.jpg,LVIS,"[[233, 218, 49, 155]]",Others,Japan,640,480,annotator84,160407_Manual Label_0
Manual Label,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,160407.jpg,LVIS,"[[288, 226, 22, 148]]",Others,Japan,640,480,annotator84,160407_Manual Label_1
Manual Label,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,160407.jpg,LVIS,"[[309, 216, 53, 157]]",Others,Japan,640,480,annotator84,160407_Manual Label_2
Manual Label,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,160407.jpg,LVIS,"[[362, 227, 38, 147]]",Others,Japan,640,480,annotator84,160407_Manual Label_3
Manual Label,"[1, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,160407.jpg,LVIS,"[[401, 221, 45, 155]]",Others,Japan,640,480,annotator84,160407_Manual Label_4
Office building,"[0, 1, 0, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,59f89863852379cf.jpg,OpenImages,"[[0, 0, 1024, 768]]",Place Identifier,Japan,1024,768,annotator84,59f89863852379cf_Office building_32
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,018d4a117c1d7e16.jpg,OpenImages,"[[84, 131, 565, 549]]",Others,Japan,1024,682,annotator84,018d4a117c1d7e16_Person_2
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Male,1,CrowdWorks,4,4,6,8,8,4a8a66861e06950b.jpg,OpenImages,"[[428, 323, 97, 444], [435, 324, 228, 443], [489, 348, 70, 78]]",Others,Japan,1024,768,annotator84,4a8a66861e06950b_Person_3-4-5
