category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Furniture,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,23c9df7f5d2945cd.jpg,OpenImages,"[[0, 0, 433, 118], [103, 36, 458, 150], [339, 150, 682, 208], [342, 0, 512, 88], [436, 33, 490, 88], [572, 96, 171, 72], [587, 242, 245, 254], [750, 117, 237, 42], [765, 515, 159, 159], [807, 186, 215, 130], [840, 237, 181, 350]]",Others,Japan,1024,678,annotator281,23c9df7f5d2945cd_Furniture_4-5-6-7-8-9-10-11-12-13-14
House,"[0, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,2b2c4fe6d63a13e4.jpg,OpenImages,"[[0, 0, 1022, 678]]",Others,Japan,1024,680,annotator281,2b2c4fe6d63a13e4_House_0
Human beard,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,282ffaca54c71954.jpg,OpenImages,"[[223, 295, 253, 301]]",Person,Japan,680,1024,annotator281,282ffaca54c71954_Human beard_2
Human body,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,0a8657e8b5c9d7bb.jpg,OpenImages,"[[123, 93, 501, 426]]",Person,Japan,1024,683,annotator281,0a8657e8b5c9d7bb_Human body_6
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,0a8657e8b5c9d7bb.jpg,OpenImages,"[[389, 99, 119, 135]]",Person,Japan,1024,683,annotator281,0a8657e8b5c9d7bb_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,282ffaca54c71954.jpg,OpenImages,"[[218, 176, 265, 420]]",Person,Japan,680,1024,annotator281,282ffaca54c71954_Human face_0
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,282ffaca54c71954.jpg,OpenImages,"[[256, 174, 179, 299]]",Person,Japan,680,1024,annotator281,282ffaca54c71954_Human head_1
Human mouth,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,0a8657e8b5c9d7bb.jpg,OpenImages,"[[415, 202, 42, 15]]",Person,Japan,1024,683,annotator281,0a8657e8b5c9d7bb_Human mouth_10
Human nose,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,0a8657e8b5c9d7bb.jpg,OpenImages,"[[428, 161, 30, 37]]",Person,Japan,1024,683,annotator281,0a8657e8b5c9d7bb_Human nose_5
Man,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,Female,3,CrowdWorks,5,7,7,10,9,282ffaca54c71954.jpg,OpenImages,"[[0, 70, 680, 953]]",Person,Japan,680,1024,annotator281,282ffaca54c71954_Man_3
