category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Girl,"[0, 1, 1, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[0, 32, 865, 735]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Girl_3
Glasses,"[1, 0, 1, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[164, 343, 415, 180]]",Accessory,UK,1024,768,annotator480,0ca56558107bdae5_Glasses_2
Human body,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[0, 32, 867, 734]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Human body_5
Human face,"[0, 1, 1, 0, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[225, 230, 376, 425]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Human face_0
Human hair,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[195, 190, 499, 393]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Human hair_1
Human head,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[217, 192, 430, 473]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Human head_11
Object 0,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,11661.jpg,LVIS,"[[225, 53, 180, 182]]",Others,UK,640,428,annotator480,11661_Object 0_4
Object 1,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,11661.jpg,LVIS,"[[227, 62, 155, 178]]",Others,UK,640,428,annotator480,11661_Object 1_5
Person,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,146316cdeb2aef2a.jpg,OpenImages,"[[0, 27, 1024, 655]]",Others,UK,1024,683,annotator480,146316cdeb2aef2a_Person_4
Sunglasses,"[0, 0, 1, 1, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[164, 345, 415, 177]]",Others,UK,1024,768,annotator480,0ca56558107bdae5_Sunglasses_4
Woman,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,0ca56558107bdae5.jpg,OpenImages,"[[0, 28, 862, 737]]",Person,UK,1024,768,annotator480,0ca56558107bdae5_Woman_10
bench,"[0, 1, 1, 1, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,17559.jpg,LVIS,"[[0, 33, 532, 379]]",Others,UK,640,427,annotator480,17559_bench_0
book,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,112811.jpg,LVIS,"[[441, 247, 6, 30], [385, 202, 10, 31], [402, 154, 7, 31], [378, 202, 9, 30], [412, 247, 5, 26], [385, 245, 2, 26], [465, 154, 5, 34], [463, 154, 3, 34], [443, 154, 6, 32], [467, 194, 10, 42], [407, 154, 5, 32], [417, 247, 6, 27], [409, 247, 4, 27], [402, 247, 3, 26], [453, 154, 4, 33], [450, 202, 9, 33], [414, 153, 4, 34], [419, 156, 9, 30], [76, 419, 68, 34], [75, 412, 66, 32], [72, 395, 62, 34], [403, 201, 4, 32], [460, 248, 5, 29], [383, 246, 3, 26], [416, 202, 5, 31], [407, 246, 3, 27], [378, 242, 4, 29], [453, 248, 3, 29], [374, 201, 4, 31], [74, 402, 61, 33], [458, 202, 10, 34], [456, 153, 7, 34], [444, 202, 7, 33], [75, 414, 68, 35], [75, 407, 66, 33], [394, 202, 10, 31], [426, 159, 2, 25], [407, 201, 5, 31], [448, 155, 4, 32], [458, 245, 6, 32], [411, 154, 4, 33], [451, 247, 3, 30], [468, 248, 4, 30], [471, 245, 3, 33], [469, 154, 6, 33], [396, 246, 3, 26], [375, 168, 23, 4], [313, 267, 45, 12], [437, 247, 5, 27], [60, 391, 72, 33], [421, 202, 5, 31], [474, 245, 3, 33], [412, 201, 5, 32], [373, 245, 3, 26]]",Book,UK,480,640,annotator480,112811_book_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32-33-34-35-36-37-38-39-40-41-42-43-44-45-46-47-48-49-50-51-52-53
bookcase,"[1, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,370899.jpg,LVIS,"[[162, 88, 101, 198], [440, 85, 78, 178]]",Others,UK,640,480,annotator480,370899_bookcase_1-2
laptop_computer,"[1, 1, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,119233.jpg,LVIS,"[[60, 7, 258, 211]]",Screen,UK,500,334,annotator480,119233_laptop_computer_0
monitor_(computer_equipment) computer_monitor,"[1, 1, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,188804.jpg,LVIS,"[[296, 169, 113, 97], [133, 220, 100, 127]]",Screen,UK,410,640,annotator480,188804_monitor_(computer_equipment) computer_monitor_0-1
person,"[0, 1, 1, 1, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,110982.jpg,LVIS,"[[546, 286, 93, 193], [451, 307, 57, 75], [99, 308, 48, 52], [11, 282, 84, 100], [32, 80, 504, 397], [0, 311, 68, 168], [402, 245, 70, 133]]",Person,UK,640,480,annotator480,110982_person_0-1-2-3-4-5-6
person,"[0, 1, 1, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,Male,1,Prolific,4,9,6,4,9,170601.jpg,LVIS,"[[172, 227, 120, 391]]",Person,UK,427,640,annotator480,170601_person_1
