category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Bookcase,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[356, 168, 358, 600]]",Others,Japan,1024,768,annotator33,831ef1ed000ea182_Bookcase_10
Boy,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,25ce96bd10afe1b0.jpg,OpenImages,"[[536, 401, 366, 364]]",Person,Japan,1024,768,annotator33,25ce96bd10afe1b0_Boy_11
Cabinetry,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[348, 163, 372, 603]]",Others,Japan,1024,768,annotator33,831ef1ed000ea182_Cabinetry_7
Clothing,"[0, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[0, 468, 256, 299], [892, 304, 51, 57]]",Clothing,Japan,1024,768,annotator33,831ef1ed000ea182_Clothing_12-13
House,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,3ac1cccd3f2246eb.jpg,OpenImages,"[[0, 0, 1022, 762]]",Others,Japan,1024,766,annotator33,3ac1cccd3f2246eb_House_0
House,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[0, 0, 1022, 766]]",Others,Japan,1024,768,annotator33,831ef1ed000ea182_House_14
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,25ce96bd10afe1b0.jpg,OpenImages,"[[342, 310, 155, 185], [659, 435, 108, 148], [744, 275, 120, 161]]",Person,Japan,1024,768,annotator33,25ce96bd10afe1b0_Human face_0-1-2
Human hair,"[0, 0, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,831ef1ed000ea182.jpg,OpenImages,"[[665, 256, 27, 33], [864, 249, 102, 111]]",Person,Japan,1024,768,annotator33,831ef1ed000ea182_Human hair_2-3
Human head,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,25ce96bd10afe1b0.jpg,OpenImages,"[[267, 278, 275, 316], [627, 399, 168, 184], [726, 225, 153, 215]]",Person,Japan,1024,768,annotator33,25ce96bd10afe1b0_Human head_5-6-7
Man,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,25ce96bd10afe1b0.jpg,OpenImages,"[[728, 220, 294, 545]]",Person,Japan,1024,768,annotator33,25ce96bd10afe1b0_Man_14
Object 0,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,112860.jpg,LVIS,"[[134, 215, 119, 64]]",Others,Japan,640,360,annotator33,112860_Object 0_6
Person,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",27,Female,3,CrowdWorks,4,7,5,9,10,25ce96bd10afe1b0.jpg,OpenImages,"[[739, 238, 283, 428]]",Others,Japan,1024,768,annotator33,25ce96bd10afe1b0_Person_4
