category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Chair,"[0, 0, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,0a7c597abf1e90d4.jpg,OpenImages,"[[0, 342, 364, 423], [387, 347, 403, 419]]",Finger,UK,1024,768,annotator538,0a7c597abf1e90d4_Chair_0-1
Human face,"[0, 0, 0, 0, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,2110e5d8ca7e5a99.jpg,OpenImages,"[[659, 329, 200, 176]]",Person,UK,1024,768,annotator538,2110e5d8ca7e5a99_Human face_0
Human head,"[0, 0, 0, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,2110e5d8ca7e5a99.jpg,OpenImages,"[[656, 332, 204, 171]]",Person,UK,1024,768,annotator538,2110e5d8ca7e5a99_Human head_2
Laptop,"[0, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,403656193dc35cad.jpg,OpenImages,"[[51, 0, 578, 416], [638, 79, 384, 277]]",Screen,UK,1024,680,annotator538,403656193dc35cad_Laptop_0-1
Object 0,"[0, 0, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,403656193dc35cad.jpg,OpenImages,"[[661, 431, 224, 111]]",Others,UK,1024,680,annotator538,403656193dc35cad_Object 0_2
Object 0,"[0, 1, 1, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[16, 72, 531, 386]]",Others,UK,640,481,annotator538,104188_Object 0_8
jacket,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,205473.jpg,LVIS,"[[496, 192, 8, 8], [461, 205, 57, 64], [26, 164, 39, 76], [177, 172, 45, 94], [517, 199, 15, 9], [12, 197, 17, 42], [518, 207, 41, 41], [62, 194, 21, 42], [551, 201, 21, 25], [0, 200, 16, 53], [543, 189, 9, 6], [501, 199, 18, 16], [134, 199, 21, 28], [545, 183, 94, 173], [511, 191, 10, 11], [361, 195, 15, 23], [449, 192, 9, 13], [283, 223, 77, 69], [212, 248, 26, 38], [216, 195, 31, 50], [299, 196, 55, 35], [386, 191, 20, 26], [91, 187, 48, 45], [409, 194, 11, 15], [571, 200, 14, 7], [203, 302, 77, 84], [544, 201, 9, 7]]",Others,UK,640,425,annotator538,205473_jacket_0-1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26
sink,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,142454.jpg,LVIS,"[[246, 276, 131, 106]]",Others,UK,640,480,annotator538,142454_sink_1
sofa,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[170, 254, 363, 218]]",Home interior,UK,640,481,annotator538,104188_sofa_0
spectacles,"[0, 1, 1, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,104188.jpg,LVIS,"[[251, 137, 43, 9]]",Others,UK,640,481,annotator538,104188_spectacles_1
tag,"[0, 0, 0, 0, 1, 1]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,151975.jpg,LVIS,"[[474, 279, 25, 34]]",Printed Material,UK,500,375,annotator538,151975_tag_0
tag,"[0, 0, 1, 0, 1, 0]",3,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",26,Male,1,Prolific,6,6,7,6,8,205473.jpg,LVIS,"[[226, 318, 24, 38], [468, 284, 15, 25], [390, 208, 6, 7], [364, 211, 6, 5], [157, 240, 12, 30], [410, 209, 6, 7], [382, 208, 5, 7], [400, 206, 3, 6], [443, 274, 17, 21], [56, 206, 6, 6], [310, 239, 25, 25]]",Printed Material,UK,640,425,annotator538,205473_tag_27-28-29-30-31-32-33-34-35-36-37
