category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Girl,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[28, 161, 655, 518]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Girl_5
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[27, 146, 655, 533]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Human body_6
Human eye,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[240, 357, 46, 22], [337, 366, 57, 25]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Human eye_2-3
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[210, 266, 222, 259]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Human face_0
Human mouth,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[272, 455, 54, 31]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Human mouth_4
Human nose,"[1, 0, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[277, 378, 60, 63]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Human nose_1
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,110784.jpg,LVIS,"[[326, 187, 106, 55]]",Others,UK,433,640,annotator358,110784_Object 0_2
Object 0,"[0, 1, 1, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,12947.jpg,LVIS,"[[288, 152, 27, 37]]",Others,UK,427,640,annotator358,12947_Object 0_0
Object 1,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,122551.jpg,LVIS,"[[0, 5, 641, 495]]",Others,UK,640,499,annotator358,122551_Object 1_1
Woman,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,23282811e70b4df7.jpg,OpenImages,"[[31, 162, 652, 517]]",Person,UK,1024,680,annotator358,23282811e70b4df7_Woman_7
bus_(vehicle),"[0, 1, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,110784.jpg,LVIS,"[[42, 269, 246, 116]]",Others,UK,433,640,annotator358,110784_bus_(vehicle)_0
identity,"[0, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,1428a8ee731ecc7e.jpg,OpenImages,"[[1, 3, 595, 372]]",Others,UK,1024,644,annotator358,1428a8ee731ecc7e_identity_0
license_plate,"[1, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,135410.jpg,LVIS,"[[368, 293, 8, 14], [23, 288, 12, 11]]",Vehicle Plate,UK,480,640,annotator358,135410_license_plate_1-2
parking_meter,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,135410.jpg,LVIS,"[[47, 216, 142, 323]]",Others,UK,480,640,annotator358,135410_parking_meter_0
suitcase,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,121106.jpg,LVIS,"[[292, 415, 152, 139], [433, 399, 46, 78], [137, 429, 59, 108], [427, 372, 52, 48], [146, 364, 38, 35], [353, 298, 20, 61], [204, 373, 100, 44]]",Others,UK,480,640,annotator358,121106_suitcase_5-6-7-8-9-10-11
tag,"[0, 1, 1, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,2,Prolific,9,7,6,9,10,121106.jpg,LVIS,"[[271, 380, 12, 13], [77, 351, 14, 15], [412, 345, 14, 5], [247, 387, 9, 14], [445, 387, 7, 15]]",Printed Material,UK,480,640,annotator358,121106_tag_0-1-2-3-4
