category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Building,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,208b5dac144c51b6.jpg,OpenImages,"[[746, 506, 277, 114]]",Others,UK,1024,683,annotator453,208b5dac144c51b6_Building_2
Car,"[1, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,0f4bfc46402a9f52.jpg,OpenImages,"[[0, 3, 1020, 894]]",Others,UK,1024,1024,annotator453,0f4bfc46402a9f52_Car_1
Cosmetics,"[0, 0, 0, 0, 0, 1]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",36,Male,2,Prolific,8,7,8,4,7,fa6800d1eb440c5c.jpg,OpenImages,"[[106, 29, 345, 734], [503, 207, 309, 564]]",Cosmetics,UK,1024,802,annotator453,fa6800d1eb440c5c_Cosmetics_0-1
Cream,"[0, 1, 1, 1, 1, 0]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,fa6800d1eb440c5c.jpg,OpenImages,"[[101, 29, 350, 741], [502, 207, 309, 563]]",Others,UK,1024,802,annotator453,fa6800d1eb440c5c_Cream_2-3
Object 0,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,117993.jpg,LVIS,"[[179, 85, 249, 77]]",Others,UK,500,333,annotator453,117993_Object 0_32
Skyscraper,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,208b5dac144c51b6.jpg,OpenImages,"[[191, 1, 561, 678], [749, 530, 273, 93]]",Scenery,UK,1024,683,annotator453,208b5dac144c51b6_Skyscraper_0-1
Tower,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,208b5dac144c51b6.jpg,OpenImages,"[[190, 0, 570, 683]]",Others,UK,1024,683,annotator453,208b5dac144c51b6_Tower_3
Tree,"[0, 1, 1, 1, 1, 0]",5,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",36,Male,2,Prolific,8,7,8,4,7,208b5dac144c51b6.jpg,OpenImages,"[[0, 482, 172, 167], [956, 572, 57, 52]]",Others,UK,1024,683,annotator453,208b5dac144c51b6_Tree_4-5
Vehicle registration plate,"[0, 0, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,0f0596b1c511e071.jpg,OpenImages,"[[265, 109, 20, 5], [904, 432, 119, 83]]",Vehicle Plate,UK,1024,901,annotator453,0f0596b1c511e071_Vehicle registration plate_0-1
Vehicle registration plate,"[0, 0, 0, 0, 1, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,0f4bfc46402a9f52.jpg,OpenImages,"[[443, 314, 378, 186]]",Vehicle Plate,UK,1024,1024,annotator453,0f4bfc46402a9f52_Vehicle registration plate_0
antenna,"[0, 0, 1, 0, 0, 0]",6,"[0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0]",36,Male,2,Prolific,8,7,8,4,7,10831.jpg,LVIS,"[[9, 69, 6, 36]]",Electronic Devices,UK,500,334,annotator453,10831_antenna_0
banner,"[0, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,117993.jpg,LVIS,"[[171, 189, 107, 73]]",Place Identifier,UK,500,333,annotator453,117993_banner_22
cape,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,Male,2,Prolific,8,7,8,4,7,117993.jpg,LVIS,"[[388, 231, 44, 75], [165, 234, 20, 91], [130, 234, 39, 74]]",Others,UK,500,333,annotator453,117993_cape_19-20-21
