category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Desk,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[0, 510, 904, 172], [155, 231, 868, 203], [894, 377, 129, 225]]",Others,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Desk_8-9-10
Girl,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[49, 19, 692, 665]]",Person,Japan,1024,685,annotator263,0bb8c226cb97b705_Girl_3
Glasses,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[456, 319, 226, 101]]",Accessory,Japan,1024,685,annotator263,0bb8c226cb97b705_Glasses_2
Human body,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[403, 223, 220, 318]]",Person,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Human body_3
Human face,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[394, 247, 282, 254]]",Person,Japan,1024,685,annotator263,0bb8c226cb97b705_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,6d8134e58999658b.jpg,OpenImages,"[[318, 84, 146, 193]]",Person,Japan,768,816,annotator263,6d8134e58999658b_Human face_0
Human hair,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[450, 225, 93, 77]]",Person,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Human hair_1
Human hair,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,6d8134e58999658b.jpg,OpenImages,"[[311, 64, 191, 199]]",Person,Japan,768,816,annotator263,6d8134e58999658b_Human hair_1
Human hair,"[1, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[220, 12, 518, 437]]",Person,Japan,1024,685,annotator263,0bb8c226cb97b705_Human hair_1
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[445, 225, 99, 139]]",Person,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Human head_4
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,6d8134e58999658b.jpg,OpenImages,"[[299, 51, 203, 224]]",Person,Japan,768,816,annotator263,6d8134e58999658b_Human head_4
Human head,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[231, 27, 508, 514]]",Person,Japan,1024,685,annotator263,0bb8c226cb97b705_Human head_7
Man,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,6d8134e58999658b.jpg,OpenImages,"[[16, 64, 746, 751]]",Person,Japan,768,816,annotator263,6d8134e58999658b_Man_9
Man,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[122, 228, 501, 335]]",Person,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Man_14
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,1503.jpg,LVIS,"[[1, 2, 61, 90]]",Others,Japan,320,240,annotator263,1503_Object 0_3
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,17068.jpg,LVIS,"[[159, 89, 87, 114]]",Others,Japan,425,640,annotator263,17068_Object 0_1
Office building,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,27c41bbdb49d6f5f.jpg,OpenImages,"[[0, 0, 1024, 683]]",Place Identifier,Japan,1024,683,annotator263,27c41bbdb49d6f5f_Office building_13
Sunglasses,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,030c5a10124e6252.jpg,OpenImages,"[[141, 143, 529, 195]]",Others,Japan,1024,793,annotator263,030c5a10124e6252_Sunglasses_0
Woman,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,0bb8c226cb97b705.jpg,OpenImages,"[[48, 27, 688, 657]]",Person,Japan,1024,685,annotator263,0bb8c226cb97b705_Woman_9
laptop_computer,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,1503.jpg,LVIS,"[[0, 98, 125, 140]]",Screen,Japan,320,240,annotator263,1503_laptop_computer_0
monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Male,1,CrowdWorks,2,5,5,7,2,1503.jpg,LVIS,"[[0, 103, 61, 80], [123, 10, 113, 93]]",Screen,Japan,320,240,annotator263,1503_monitor_(computer_equipment) computer_monitor_1-2
