category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[0, 1, 0, 0, 1, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,0822a13549844948.jpg,OpenImages,"[[0, 211, 190, 306], [163, 283, 644, 327], [997, 369, 26, 238]]",Others,UK,1024,663,annotator423,0822a13549844948_Car_0-1-2
Girl,"[0, 0, 1, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,0319faa662ff5d06.jpg,OpenImages,"[[134, 234, 448, 448]]",Person,UK,1024,683,annotator423,0319faa662ff5d06_Girl_4
Girl,"[0, 1, 1, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,014d85b26445629d.jpg,OpenImages,"[[37, 255, 75, 145], [89, 255, 179, 187], [259, 294, 119, 211], [335, 265, 28, 60], [363, 371, 90, 129], [409, 297, 42, 145], [607, 315, 49, 188], [616, 271, 69, 225], [734, 285, 69, 84]]",Person,UK,1024,683,annotator423,014d85b26445629d_Girl_0-1-2-3-4-5-6-7-8
Man,"[0, 1, 1, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,014d85b26445629d.jpg,OpenImages,"[[0, 220, 45, 96], [3, 166, 72, 83], [92, 196, 87, 107], [231, 210, 60, 57], [682, 219, 51, 90], [900, 244, 114, 84]]",Person,UK,1024,683,annotator423,014d85b26445629d_Man_11-12-13-14-15-16
Man,"[0, 1, 1, 0, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,0319faa662ff5d06.jpg,OpenImages,"[[504, 119, 519, 563]]",Person,UK,1024,683,annotator423,0319faa662ff5d06_Man_20
Musical instrument,"[0, 0, 1, 0, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,171c2848e3ad670e.jpg,OpenImages,"[[355, 316, 248, 297]]",Musical instrument,UK,1024,768,annotator423,171c2848e3ad670e_Musical instrument_0
Person,"[0, 1, 1, 0, 0, 0]",2,"[0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,014d85b26445629d.jpg,OpenImages,"[[0, 176, 1024, 501]]",Others,UK,1024,683,annotator423,014d85b26445629d_Person_9
Vehicle registration plate,"[1, 0, 0, 0, 1, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,0822a13549844948.jpg,OpenImages,"[[32, 376, 87, 22], [623, 505, 110, 25]]",Vehicle Plate,UK,1024,663,annotator423,0822a13549844948_Vehicle registration plate_5-6
Woman,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,014d85b26445629d.jpg,OpenImages,"[[441, 22, 303, 660]]",Person,UK,1024,683,annotator423,014d85b26445629d_Woman_10
Woman,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,0319faa662ff5d06.jpg,OpenImages,"[[132, 232, 447, 450]]",Person,UK,1024,683,annotator423,0319faa662ff5d06_Woman_19
book,"[0, 0, 1, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,166166.jpg,LVIS,"[[312, 22, 5, 24], [352, 250, 146, 90], [317, 23, 11, 25], [284, 24, 5, 23], [280, 25, 5, 23], [270, 26, 5, 24], [292, 24, 2, 24], [301, 23, 6, 24], [266, 28, 5, 22], [293, 24, 3, 24], [297, 22, 7, 24], [446, 321, 53, 21], [430, 334, 25, 10], [278, 26, 4, 23]]",Book,UK,500,375,annotator423,166166_book_0-1-2-3-4-5-6-7-8-9-10-11-12-13
identity,"[1, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",30,Male,1,Prolific,5,8,10,5,9,1ab7ee05996182cd.jpg,OpenImages,"[[2, 1, 638, 479]]",Others,UK,640,480,annotator423,1ab7ee05996182cd_identity_0
