category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Boat,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0197df7725980004.jpg,OpenImages,"[[223, 28, 79, 39], [351, 49, 102, 25], [570, 75, 28, 22], [653, 0, 69, 67], [653, 0, 177, 109], [761, 0, 98, 72], [833, 100, 51, 13], [892, 90, 55, 10], [906, 0, 99, 82]]",Others,Japan,1024,681,annotator169,0197df7725980004_Boat_7-8-9-10-11-12-13-14-15
Car,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0197df7725980004.jpg,OpenImages,"[[150, 143, 751, 461]]",Others,Japan,1024,681,annotator169,0197df7725980004_Car_0
Human head,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,6dc9c50218de115b.jpg,OpenImages,"[[110, 319, 126, 147], [454, 227, 49, 60], [892, 339, 84, 76]]",Person,Japan,1024,768,annotator169,6dc9c50218de115b_Human head_12-13-14
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,383703.jpg,LVIS,"[[255, 26, 139, 197]]",Others,Japan,425,640,annotator169,383703_Object 0_0
Object 1,"[0, 0, 0, 0, 1, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,383703.jpg,LVIS,"[[306, 68, 73, 63]]",Others,Japan,425,640,annotator169,383703_Object 1_1
Person,"[1, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0197df7725980004.jpg,OpenImages,"[[203, 19, 820, 271]]",Others,Japan,1024,681,annotator169,0197df7725980004_Person_1
Watercraft,"[1, 1, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0197df7725980004.jpg,OpenImages,"[[217, 0, 248, 82], [577, 81, 25, 21], [757, 0, 110, 82], [833, 108, 58, 9], [889, 93, 57, 15]]",Others,Japan,1024,681,annotator169,0197df7725980004_Watercraft_2-3-4-5-6
Woman,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0197df7725980004.jpg,OpenImages,"[[203, 21, 85, 222], [266, 19, 96, 227], [951, 122, 72, 170]]",Person,Japan,1024,681,annotator169,0197df7725980004_Woman_16-17-18
identity,"[1, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,0c019fae176b1556.jpg,OpenImages,"[[50, 0, 269, 236]]",Others,Japan,240,320,annotator169,0c019fae176b1556_identity_0
identity_card,"[1, 0, 0, 0, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,215778.jpg,LVIS,"[[55, 172, 91, 31]]",Others,Japan,640,427,annotator169,215778_identity_card_9
license_plate,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,17627.jpg,LVIS,"[[288, 267, 23, 6], [498, 252, 18, 5], [427, 267, 16, 4], [191, 262, 21, 7], [612, 257, 15, 3]]",Vehicle Plate,Japan,640,480,annotator169,17627_license_plate_3-4-5-6-7
street_sign,"[0, 1, 0, 0, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Female,1,CrowdWorks,8,6,7,7,6,17627.jpg,LVIS,"[[596, 197, 11, 26], [141, 163, 19, 43], [371, 201, 13, 25]]",Others,Japan,640,480,annotator169,17627_street_sign_0-1-2
