category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Brassiere,"[0, 1, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,00cdf56c63191fd3.jpg,OpenImages,"[[766, 576, 139, 105]]",Others,Japan,1024,871,annotator62,00cdf56c63191fd3_Brassiere_11
Girl,"[1, 1, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,00cdf56c63191fd3.jpg,OpenImages,"[[42, 30, 425, 784], [557, 470, 419, 346]]",Person,Japan,1024,871,annotator62,00cdf56c63191fd3_Girl_6-7
Human body,"[1, 1, 0, 1, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,00cdf56c63191fd3.jpg,OpenImages,"[[42, 30, 981, 785]]",Person,Japan,1024,871,annotator62,00cdf56c63191fd3_Human body_10
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,013e4b54ccdf22aa.jpg,OpenImages,"[[14, 62, 83, 108], [51, 134, 113, 140], [764, 0, 259, 423]]",Person,Japan,1024,768,annotator62,013e4b54ccdf22aa_Human head_31-32-33
Human leg,"[0, 1, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,00cdf56c63191fd3.jpg,OpenImages,"[[56, 359, 97, 461], [86, 381, 158, 438], [328, 755, 141, 40], [558, 746, 197, 64], [638, 748, 223, 71], [642, 743, 255, 80]]",Person,Japan,1024,871,annotator62,00cdf56c63191fd3_Human leg_0-1-2-3-4-5
Man,"[1, 0, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,013e4b54ccdf22aa.jpg,OpenImages,"[[0, 57, 252, 659], [660, 0, 363, 768]]",Person,Japan,1024,768,annotator62,013e4b54ccdf22aa_Man_35-36
Object 0,"[1, 1, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,127324.jpg,LVIS,"[[264, 129, 45, 52]]",Others,Japan,640,427,annotator62,127324_Object 0_0
Person,"[1, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,d9771d6601a26947.jpg,OpenImages,"[[10, 406, 6, 10], [98, 602, 13, 10], [132, 519, 13, 10], [167, 600, 4, 12], [304, 588, 6, 10], [325, 588, 7, 12], [331, 478, 7, 7], [349, 588, 1, 10], [381, 573, 10, 15], [429, 620, 4, 10], [444, 573, 4, 12], [444, 617, 6, 18], [447, 442, 4, 10], [459, 608, 7, 16], [472, 569, 3, 10], [482, 608, 4, 13], [561, 382, 7, 10], [625, 537, 6, 13], [636, 561, 7, 13], [773, 605, 4, 10], [778, 534, 4, 10], [821, 486, 4, 12]]",Others,Japan,1024,681,annotator62,d9771d6601a26947_Person_5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26
Person,"[1, 1, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,00cdf56c63191fd3.jpg,OpenImages,"[[151, 671, 783, 124]]",Others,Japan,1024,871,annotator62,00cdf56c63191fd3_Person_8
Person,"[1, 1, 0, 1, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",57,Female,0,CrowdWorks,7,7,9,5,8,013e4b54ccdf22aa.jpg,OpenImages,"[[0, 55, 196, 249]]",Others,Japan,1024,768,annotator62,013e4b54ccdf22aa_Person_30
