category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Boy,"[0, 1, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,011417767312812e.jpg,OpenImages,"[[33, 176, 385, 590], [277, 228, 318, 524]]",Person,UK,768,768,annotator446,011417767312812e_Boy_25-26
Building,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,0bc7015328a7f447.jpg,OpenImages,"[[0, 0, 1024, 768]]",Others,UK,1024,768,annotator446,0bc7015328a7f447_Building_0
Clothing,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2eb849114cbb18d9.jpg,OpenImages,"[[232, 183, 420, 810]]",Clothing,UK,759,1024,annotator446,2eb849114cbb18d9_Clothing_1
Human arm,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,011417767312812e.jpg,OpenImages,"[[174, 359, 216, 102], [185, 334, 231, 77], [518, 410, 77, 174]]",Person,UK,768,768,annotator446,011417767312812e_Human arm_27-28-29
Human head,"[0, 1, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,011417767312812e.jpg,OpenImages,"[[63, 180, 141, 149], [425, 230, 116, 138]]",Person,UK,768,768,annotator446,011417767312812e_Human head_15-16
Laptop,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,55709f00b158ee38.jpg,OpenImages,"[[0, 19, 1003, 748]]",Screen,UK,1024,768,annotator446,55709f00b158ee38_Laptop_0
Mammal,"[0, 1, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,011417767312812e.jpg,OpenImages,"[[30, 182, 392, 583], [266, 0, 163, 280], [273, 230, 325, 526], [542, 0, 187, 464]]",Others,UK,768,768,annotator446,011417767312812e_Mammal_19-20-21-22
Mammal,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2eb849114cbb18d9.jpg,OpenImages,"[[202, 82, 463, 939]]",Others,UK,759,1024,annotator446,2eb849114cbb18d9_Mammal_3
Man,"[0, 1, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,011417767312812e.jpg,OpenImages,"[[27, 178, 390, 589], [284, 230, 320, 529], [542, 0, 152, 444]]",Person,UK,768,768,annotator446,011417767312812e_Man_30-31-32
Man,"[1, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2652af185a59196c.jpg,OpenImages,"[[0, 369, 88, 147], [0, 515, 105, 232], [92, 488, 273, 328], [310, 422, 111, 206], [331, 496, 391, 523], [537, 411, 48, 108], [572, 526, 68, 92], [704, 659, 62, 156]]",Person,UK,768,1024,annotator446,2652af185a59196c_Man_18-19-20-21-22-23-24-25
Man,"[1, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2eb849114cbb18d9.jpg,OpenImages,"[[203, 87, 448, 925]]",Person,UK,759,1024,annotator446,2eb849114cbb18d9_Man_6
Medical equipment,"[0, 1, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,0bc7015328a7f447.jpg,OpenImages,"[[0, 43, 140, 347], [0, 131, 308, 636], [528, 715, 120, 52], [633, 598, 86, 169]]",Others,UK,1024,768,annotator446,0bc7015328a7f447_Medical equipment_1-2-3-4
Office building,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2652af185a59196c.jpg,OpenImages,"[[0, 0, 768, 1024]]",Place Identifier,UK,768,1024,annotator446,2652af185a59196c_Office building_17
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,2652af185a59196c.jpg,OpenImages,"[[0, 366, 768, 657]]",Others,UK,768,1024,annotator446,2652af185a59196c_Person_15
business_card,"[0, 0, 1, 0, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,147952.jpg,LVIS,"[[395, 76, 44, 26]]",Others,UK,500,328,annotator446,147952_business_card_0
identity,"[1, 0, 1, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,01ead89d32a58f87.jpg,OpenImages,"[[295, 18, 479, 663]]",Others,UK,1200,799,annotator446,01ead89d32a58f87_identity_0
identity,"[1, 0, 1, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,0628900953b60130.jpg,OpenImages,"[[80, 80, 299, 469]]",Others,UK,769,1024,annotator446,0628900953b60130_identity_0
identity,"[1, 0, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,1,Prolific,5,7,6,6,8,069261fc14e56fcf.jpg,OpenImages,"[[287, 394, 272, 206]]",Others,UK,800,600,annotator446,069261fc14e56fcf_identity_0
