category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Computer monitor,"[0, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,1654c86093ada840.jpg,OpenImages,"[[153, 176, 74, 86], [224, 177, 88, 77]]",Screen,Japan,1024,466,annotator45,1654c86093ada840_Computer monitor_0-1
Human body,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[96, 166, 483, 719], [688, 514, 249, 371]]",Person,Japan,1024,886,annotator45,0d03c760fe72ad6e_Human body_5-6
Human face,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[165, 180, 89, 130], [784, 555, 65, 89]]",Person,Japan,1024,886,annotator45,0d03c760fe72ad6e_Human face_0-1
Human hair,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[129, 165, 118, 103], [758, 538, 91, 67]]",Person,Japan,1024,886,annotator45,0d03c760fe72ad6e_Human hair_2-3
Human head,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[127, 175, 134, 130], [758, 552, 87, 98]]",Person,Japan,1024,886,annotator45,0d03c760fe72ad6e_Human head_7-8
Man,"[1, 0, 0, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[89, 168, 497, 713]]",Person,Japan,1024,886,annotator45,0d03c760fe72ad6e_Man_9
Musical instrument,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,0d03c760fe72ad6e.jpg,OpenImages,"[[853, 627, 104, 170]]",Musical instrument,Japan,1024,886,annotator45,0d03c760fe72ad6e_Musical instrument_4
Office building,"[0, 1, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,2beacefc4b7902bb.jpg,OpenImages,"[[0, 0, 766, 1022]]",Place Identifier,Japan,768,1024,annotator45,2beacefc4b7902bb_Office building_0
Office building,"[1, 1, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,1654c86093ada840.jpg,OpenImages,"[[0, 0, 1024, 466]]",Place Identifier,Japan,1024,466,annotator45,1654c86093ada840_Office building_2
Office supplies,"[0, 1, 0, 0, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,2beacefc4b7902bb.jpg,OpenImages,"[[0, 643, 30, 46], [0, 659, 49, 68], [0, 728, 145, 153], [0, 776, 147, 118], [0, 801, 155, 104], [16, 203, 694, 753], [428, 681, 147, 78]]",Others,Japan,768,1024,annotator45,2beacefc4b7902bb_Office supplies_1-2-3-4-5-6-7
car_(automobile),"[1, 1, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,177922.jpg,LVIS,"[[0, 272, 14, 11], [15, 269, 50, 13], [64, 265, 11, 14]]",Others,Japan,640,480,annotator45,177922_car_(automobile)_1-2-3
cellular_telephone,"[0, 0, 0, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,168974.jpg,LVIS,"[[107, 291, 131, 69]]",Others,Japan,375,500,annotator45,168974_cellular_telephone_1
curtain,"[1, 1, 0, 1, 1, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,146358.jpg,LVIS,"[[218, 29, 120, 75], [349, 104, 38, 148], [345, 29, 42, 75], [57, 100, 121, 132], [217, 103, 121, 67], [0, 100, 45, 142], [1, 29, 42, 73], [55, 29, 124, 74]]",Others,Japan,388,640,annotator45,146358_curtain_4-5-6-7-8-9-10-11
dress,"[1, 1, 1, 1, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,146358.jpg,LVIS,"[[251, 233, 136, 376]]",Clothing,Japan,388,640,annotator45,146358_dress_2
passenger_car_(part_of_a_train),"[0, 1, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,0,CrowdWorks,2,5,6,10,6,177922.jpg,LVIS,"[[459, 241, 22, 41], [433, 232, 34, 63], [477, 248, 12, 26], [129, 176, 311, 248]]",Others,Japan,640,480,annotator45,177922_passenger_car_(part_of_a_train)_4-5-6-7
