category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Chest of drawers,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,3f65d9a5db068b25.jpg,OpenImages,"[[668, 217, 326, 307]]",Others,Japan,1024,768,annotator273,3f65d9a5db068b25_Chest of drawers_0
Desk,"[0, 1, 0, 1, 1, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[0, 510, 904, 172], [155, 231, 868, 203], [894, 377, 129, 225]]",Others,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Desk_8-9-10
Dog,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,04d49a245f13b536.jpg,OpenImages,"[[145, 166, 820, 523]]",Pet,Japan,1024,768,annotator273,04d49a245f13b536_Dog_0
Flowerpot,"[0, 0, 0, 1, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,50202badfd6b50fe.jpg,OpenImages,"[[6, 407, 147, 87], [43, 406, 113, 90], [117, 480, 79, 89], [155, 492, 188, 164], [183, 300, 55, 49], [224, 283, 114, 69], [277, 587, 179, 93], [333, 292, 87, 77], [662, 351, 152, 125], [912, 312, 87, 43]]",Others,Japan,1024,681,annotator273,50202badfd6b50fe_Flowerpot_17-18-19-20-21-22-23-24-25-26
Furniture,"[0, 0, 0, 0, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[203, 194, 163, 139], [536, 299, 166, 247], [569, 140, 84, 63], [604, 199, 265, 362], [724, 324, 297, 117], [777, 135, 75, 114]]",Others,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Furniture_15-16-17-18-19-20
Girl,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,0bb8c226cb97b705.jpg,OpenImages,"[[49, 19, 692, 665]]",Person,Japan,1024,685,annotator273,0bb8c226cb97b705_Girl_3
Glasses,"[0, 0, 0, 1, 0, 0]",2,"[0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,0bb8c226cb97b705.jpg,OpenImages,"[[456, 319, 226, 101]]",Accessory,Japan,1024,685,annotator273,0bb8c226cb97b705_Glasses_2
House,"[0, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,50202badfd6b50fe.jpg,OpenImages,"[[0, 0, 1022, 679]]",Others,Japan,1024,681,annotator273,50202badfd6b50fe_House_27
Human ear,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,0bb8c226cb97b705.jpg,OpenImages,"[[344, 311, 42, 66]]",Person,Japan,1024,685,annotator273,0bb8c226cb97b705_Human ear_8
Human eye,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[457, 285, 16, 7], [489, 287, 22, 12]]",Person,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Human eye_5-6
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,0bb8c226cb97b705.jpg,OpenImages,"[[394, 247, 282, 254]]",Person,Japan,1024,685,annotator273,0bb8c226cb97b705_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[445, 226, 99, 126]]",Person,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,6d8134e58999658b.jpg,OpenImages,"[[318, 84, 146, 193]]",Person,Japan,768,816,annotator273,6d8134e58999658b_Human face_0
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,0bb8c226cb97b705.jpg,OpenImages,"[[231, 27, 508, 514]]",Person,Japan,1024,685,annotator273,0bb8c226cb97b705_Human head_7
Human head,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[445, 225, 99, 139]]",Person,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Human head_4
Man,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[122, 228, 501, 335]]",Person,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Man_14
Man,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,6d8134e58999658b.jpg,OpenImages,"[[16, 64, 746, 751]]",Person,Japan,768,816,annotator273,6d8134e58999658b_Man_9
Object 0,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,1503.jpg,LVIS,"[[1, 2, 61, 90]]",Others,Japan,320,240,annotator273,1503_Object 0_3
Object 0,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,17068.jpg,LVIS,"[[159, 89, 87, 114]]",Others,Japan,425,640,annotator273,17068_Object 0_1
Office building,"[0, 1, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",39,Female,1,CrowdWorks,3,5,10,10,8,27c41bbdb49d6f5f.jpg,OpenImages,"[[0, 0, 1024, 683]]",Place Identifier,Japan,1024,683,annotator273,27c41bbdb49d6f5f_Office building_13
