category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Baked goods,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,2afcec1f707608d2.jpg,OpenImages,"[[155, 626, 376, 201]]",Others,Japan,737,1024,annotator42,2afcec1f707608d2_Baked goods_20
Book,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,28c9331905cb8c5b.jpg,OpenImages,"[[49, 360, 306, 433]]",Book,Japan,575,1024,annotator42,28c9331905cb8c5b_Book_16
Bookcase,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,28c9331905cb8c5b.jpg,OpenImages,"[[1, 284, 385, 530]]",Others,Japan,575,1024,annotator42,28c9331905cb8c5b_Bookcase_3
Cake,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,2afcec1f707608d2.jpg,OpenImages,"[[134, 621, 398, 203]]",Others,Japan,737,1024,annotator42,2afcec1f707608d2_Cake_19
Car,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,040dd20f15657190.jpg,OpenImages,"[[0, 0, 889, 685], [831, 22, 192, 662]]",Others,Japan,1024,685,annotator42,040dd20f15657190_Car_0-1
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,2afcec1f707608d2.jpg,OpenImages,"[[221, 200, 227, 282], [235, 458, 221, 166]]",Clothing,Japan,737,1024,annotator42,2afcec1f707608d2_Clothing_21-22
Desk,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,28c9331905cb8c5b.jpg,OpenImages,"[[1, 288, 379, 522]]",Others,Japan,575,1024,annotator42,28c9331905cb8c5b_Desk_15
Girl,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,2afcec1f707608d2.jpg,OpenImages,"[[182, 333, 286, 294]]",Person,Japan,737,1024,annotator42,2afcec1f707608d2_Girl_4
House,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,28c9331905cb8c5b.jpg,OpenImages,"[[0, 0, 573, 1022]]",Others,Japan,575,1024,annotator42,28c9331905cb8c5b_House_4
Human body,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",42,Male,0,CrowdWorks,4,6,4,5,7,2afcec1f707608d2.jpg,OpenImages,"[[173, 174, 283, 431], [185, 331, 278, 294]]",Person,Japan,737,1024,annotator42,2afcec1f707608d2_Human body_5-6
