category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Book,"[0, 0, 0, 1, 0, 0]",1,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,3edf7490a8c07e59.jpg,OpenImages,"[[124, 108, 809, 620]]",Book,Japan,1024,768,annotator95,3edf7490a8c07e59_Book_0
Human eye,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,05a1e3bdf907e2a0.jpg,OpenImages,"[[595, 441, 92, 42], [768, 425, 97, 44]]",Person,Japan,1024,1024,annotator95,05a1e3bdf907e2a0_Human eye_3-4
Human face,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,05a1e3bdf907e2a0.jpg,OpenImages,"[[552, 286, 360, 462]]",Person,Japan,1024,1024,annotator95,05a1e3bdf907e2a0_Human face_0
Human face,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,266a3f657957cba7.jpg,OpenImages,"[[338, 320, 170, 243]]",Person,Japan,833,1024,annotator95,266a3f657957cba7_Human face_0
Human head,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,05a1e3bdf907e2a0.jpg,OpenImages,"[[536, 260, 388, 491]]",Person,Japan,1024,1024,annotator95,05a1e3bdf907e2a0_Human head_2
Man,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,266a3f657957cba7.jpg,OpenImages,"[[146, 270, 539, 743]]",Person,Japan,833,1024,annotator95,266a3f657957cba7_Man_1
Person,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,05a1e3bdf907e2a0.jpg,OpenImages,"[[519, 182, 390, 558]]",Others,Japan,1024,1024,annotator95,05a1e3bdf907e2a0_Person_1
Person,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,07080581c9f69bf9.jpg,OpenImages,"[[16, 182, 300, 502], [458, 146, 186, 532], [732, 107, 173, 557]]",Others,Japan,1024,685,annotator95,07080581c9f69bf9_Person_0-1-2
identity,"[0, 0, 0, 1, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,10eb9f46843bd20c.jpg,OpenImages,"[[4, 150, 1020, 615], [0, 1, 1024, 499]]",Others,Japan,1024,768,annotator95,10eb9f46843bd20c_identity_0-1
person,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",38,Female,1,CrowdWorks,6,7,5,10,4,324909.jpg,LVIS,"[[586, 342, 19, 30], [389, 305, 21, 36], [228, 288, 29, 47], [415, 330, 12, 11], [354, 160, 64, 180], [530, 277, 42, 93], [490, 307, 13, 22], [280, 287, 41, 50], [68, 287, 34, 44], [357, 317, 16, 21], [620, 289, 19, 95], [559, 342, 25, 29], [158, 160, 118, 191], [515, 315, 9, 16]]",Person,Japan,640,480,annotator95,324909_person_0-1-2-3-4-5-6-7-8-9-10-11-12-13
