category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId
Car,"[1, 0, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,0822a13549844948.jpg,OpenImages,"[[0, 211, 190, 306], [163, 283, 644, 327], [997, 369, 26, 238]]",Others,UK,1024,663,annotator367,0822a13549844948_Car_0-1-2
Human face,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,124d86a6d3953a13.jpg,OpenImages,"[[128, 316, 70, 105], [688, 313, 65, 83]]",Person,UK,1024,768,annotator367,124d86a6d3953a13_Human face_0-1
Man,"[0, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,0319faa662ff5d06.jpg,OpenImages,"[[504, 119, 519, 563]]",Person,UK,1024,683,annotator367,0319faa662ff5d06_Man_20
Manual Label,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,014d85b26445629d.jpg,OpenImages,"[[104, 458, 55, 55]]",Others,UK,1024,683,annotator367,014d85b26445629d_Manual Label_0
Vehicle registration plate,"[1, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,0822a13549844948.jpg,OpenImages,"[[32, 376, 87, 22], [623, 505, 110, 25]]",Vehicle Plate,UK,1024,663,annotator367,0822a13549844948_Vehicle registration plate_5-6
Woman,"[0, 0, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,0319faa662ff5d06.jpg,OpenImages,"[[132, 232, 447, 450]]",Person,UK,1024,683,annotator367,0319faa662ff5d06_Woman_19
book,"[1, 1, 1, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,166166.jpg,LVIS,"[[312, 22, 5, 24], [352, 250, 146, 90], [317, 23, 11, 25], [284, 24, 5, 23], [280, 25, 5, 23], [270, 26, 5, 24], [292, 24, 2, 24], [301, 23, 6, 24], [266, 28, 5, 22], [293, 24, 3, 24], [297, 22, 7, 24], [446, 321, 53, 21], [430, 334, 25, 10], [278, 26, 4, 23]]",Book,UK,500,375,annotator367,166166_book_0-1-2-3-4-5-6-7-8-9-10-11-12-13
identity,"[1, 0, 1, 1, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,1ab7ee05996182cd.jpg,OpenImages,"[[2, 1, 638, 479]]",Others,UK,640,480,annotator367,1ab7ee05996182cd_identity_0
magazine,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,166166.jpg,LVIS,"[[350, 250, 148, 90], [445, 322, 54, 20], [364, 297, 28, 21]]",Book,UK,500,375,annotator367,166166_magazine_21-22-23
television_set,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,Female,1,Prolific,5,4,9,8,9,166166.jpg,LVIS,"[[165, 94, 87, 64]]",Others,UK,500,375,annotator367,166166_television_set_20
