category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
1,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,0b36a67f496e3001.jpg,1,"[[11, 160, 801, 568]]",Others,0,1024,767,annotator232,0b36a67f496e3001_Car_2,0b36a67f496e3001_Car_2_annotator232
16,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,315861.jpg,0,"[[35, 6, 139, 317], [0, 0, 60, 355]]",Others,0,480,640,annotator232,315861_mirror_0-1,315861_mirror_0-1_annotator232
12,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,0b36a67f496e3001.jpg,1,"[[237, 125, 433, 297]]",Others,0,1024,767,annotator232,0b36a67f496e3001_Manual Label_0,0b36a67f496e3001_Manual Label_0_annotator232
13,"[0, 1, 0, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,265432.jpg,0,"[[8, 4, 624, 415]]",Others,0,640,427,annotator232,265432_Object 0_0,265432_Object 0_0_annotator232
4,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",32,0,1,0,9,10,5,8,9,43de98e809efd632.jpg,1,"[[0, 0, 1022, 683]]",Others,0,1024,685,annotator232,43de98e809efd632_House_1,43de98e809efd632_House_1_annotator232
9,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,2193ead2acb9cdc7.jpg,1,"[[268, 143, 335, 442]]",Person,0,1024,766,annotator232,2193ead2acb9cdc7_Human head_5,2193ead2acb9cdc7_Human head_5_annotator232
18,"[1, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,20291.jpg,0,"[[128, 497, 298, 141]]",Printed Material,0,427,640,annotator232,20291_notebook_7,20291_notebook_7_annotator232
11,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,2193ead2acb9cdc7.jpg,1,"[[77, 59, 837, 706]]",Person,0,1024,766,annotator232,2193ead2acb9cdc7_Man_9,2193ead2acb9cdc7_Man_9_annotator232
14,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,0b36a67f496e3001.jpg,1,"[[640, 610, 124, 91], [960, 382, 36, 40]]",Vehicle Plate,0,1024,767,annotator232,0b36a67f496e3001_Vehicle registration plate_0-1,0b36a67f496e3001_Vehicle registration plate_0-1_annotator232
15,"[0, 1, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,10092.jpg,0,"[[89, 56, 348, 365]]",Home interior,0,640,426,annotator232,10092_bed_0,10092_bed_0_annotator232
12,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,0b36a67f496e3001.jpg,1,"[[648, 609, 148, 96]]",Others,0,1024,767,annotator232,0b36a67f496e3001_Manual Label_1,0b36a67f496e3001_Manual Label_1_annotator232
1,"[0, 1, 0, 1, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",32,0,1,0,9,10,5,8,9,2193ead2acb9cdc7.jpg,1,"[[0, 0, 1021, 763]]",Others,0,1024,766,annotator232,2193ead2acb9cdc7_Car_3,2193ead2acb9cdc7_Car_3_annotator232
