category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
2,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[0, 57, 1024, 710], [567, 529, 456, 238]]",Person,0,1024,768,annotator170,319305414bb65188_Boy_20-21,319305414bb65188_Boy_20-21_annotator170
21,"[0, 1, 0, 0, 0, 0]",1,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,252576.jpg,0,"[[75, 132, 41, 25]]",Others,0,426,640,annotator170,252576_flag_0,252576_flag_0_annotator170
9,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[59, 55, 428, 364], [601, 59, 313, 360]]",Person,0,1024,768,annotator170,319305414bb65188_Human hair_2-3,319305414bb65188_Human hair_2-3_annotator170
7,"[1, 0, 0, 1, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[194, 313, 70, 36], [328, 294, 76, 38]]",Person,0,1024,768,annotator170,319305414bb65188_Human eye_14-15,319305414bb65188_Human eye_14-15_annotator170
19,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[0, 51, 1024, 716]]",Person,0,1024,768,annotator170,319305414bb65188_Woman_25,319305414bb65188_Woman_25_annotator170
17,"[1, 1, 1, 1, 1, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,022caa5e84da4026.jpg,1,"[[76, 71, 88, 97], [161, 116, 115, 169], [161, 328, 88, 197], [163, 83, 59, 41], [250, 68, 59, 47], [315, 74, 59, 50], [317, 197, 91, 199], [360, 281, 110, 197], [387, 37, 53, 80], [471, 47, 68, 67], [537, 59, 82, 47], [576, 512, 91, 154], [591, 301, 113, 142], [613, 35, 88, 64], [693, 293, 127, 175], [753, 651, 95, 17]]",Others,0,1024,671,annotator170,022caa5e84da4026_Sports uniform_17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32,022caa5e84da4026_Sports uniform_17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32_annotator170
20,"[0, 1, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,110735.jpg,0,"[[175, 188, 212, 100]]",Pet,0,640,480,annotator170,110735_dog_0,110735_dog_0_annotator170
8,"[1, 0, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[136, 145, 305, 439], [443, 106, 345, 407]]",Person,0,1024,768,annotator170,319305414bb65188_Human face_0-1,319305414bb65188_Human face_0-1_annotator170
13,"[1, 0, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[435, 81, 586, 684]]",Person,0,1024,768,annotator170,319305414bb65188_Man_26,319305414bb65188_Man_26_annotator170
15,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,4aa5d7328d424408.jpg,1,"[[548, 340, 140, 220]]",Others,0,1024,768,annotator170,4aa5d7328d424408_Person_0,4aa5d7328d424408_Person_0_annotator170
3,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,022caa5e84da4026.jpg,1,"[[0, 0, 1024, 671]]",Clothing,0,1024,671,annotator170,022caa5e84da4026_Clothing_16,022caa5e84da4026_Clothing_16_annotator170
12,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[0, 59, 1021, 706], [433, 59, 588, 706]]",Others,0,1024,768,annotator170,319305414bb65188_Mammal_16-17,319305414bb65188_Mammal_16-17_annotator170
5,"[1, 0, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[0, 317, 1024, 450], [759, 616, 264, 151], [983, 546, 40, 147]]",Person,0,1024,768,annotator170,319305414bb65188_Human arm_22-23-24,319305414bb65188_Human arm_22-23-24_annotator170
10,"[1, 1, 1, 1, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",33,0,1,0,5,6,7,10,9,319305414bb65188.jpg,1,"[[138, 57, 302, 518], [435, 64, 480, 437]]",Person,0,1024,768,annotator170,319305414bb65188_Human head_12-13,319305414bb65188_Human head_12-13_annotator170
