category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
16,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,0,2,0,4,4,7,9,4,541538.jpg,0,"[[30, 333, 115, 122], [227, 222, 98, 128], [299, 71, 97, 111]]",Identity,0,612,612,annotator217,541538_passport_0-1-2,541538_passport_0-1-2_annotator217
1,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 0]",36,0,2,0,4,4,7,9,4,00e9084d1bc8e0ea.jpg,1,"[[87, 210, 241, 309], [522, 185, 395, 407]]",Others,0,1024,683,annotator217,00e9084d1bc8e0ea_Bicycle wheel_30-31,00e9084d1bc8e0ea_Bicycle wheel_30-31_annotator217
17,"[1, 0, 0, 0, 0, 0]",4,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,0,2,0,4,4,7,9,4,181139.jpg,0,"[[597, 273, 11, 11], [250, 239, 10, 16], [467, 225, 28, 85], [410, 256, 31, 33], [187, 235, 22, 15], [397, 251, 12, 17], [608, 268, 14, 26], [314, 255, 38, 11], [46, 288, 75, 101], [190, 263, 66, 24], [532, 250, 5, 8], [537, 279, 61, 22], [230, 274, 42, 46]]",Person,0,640,480,annotator217,181139_person_0-1-2-3-4-5-6-7-8-9-10-11-12,181139_person_0-1-2-3-4-5-6-7-8-9-10-11-12_annotator217
8,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",36,0,2,0,4,4,7,9,4,2310a9d90806ca38.jpg,1,"[[0, 0, 1024, 682]]",Others,0,1024,682,annotator217,2310a9d90806ca38_House_1,2310a9d90806ca38_House_1_annotator217
10,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",36,0,2,0,4,4,7,9,4,00e9084d1bc8e0ea.jpg,1,"[[99, 123, 181, 252], [197, 1, 241, 395], [495, 137, 131, 222], [737, 98, 163, 268]]",Others,0,1024,683,annotator217,00e9084d1bc8e0ea_Jeans_13-14-15-16,00e9084d1bc8e0ea_Jeans_13-14-15-16_annotator217
15,"[0, 0, 0, 1, 0, 0]",2,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,0,2,0,4,4,7,9,4,115355.jpg,0,"[[327, 104, 142, 228], [480, 205, 19, 98]]",Others,0,500,333,annotator217,115355_motorcycle_2-3,115355_motorcycle_2-3_annotator217
6,"[0, 0, 0, 1, 0, 0]",0,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",36,0,2,0,4,4,7,9,4,00e9084d1bc8e0ea.jpg,1,"[[48, 0, 234, 376], [486, 0, 157, 362], [734, 0, 178, 370], [977, 0, 46, 676], [980, 0, 43, 510]]",Clothing,0,1024,683,annotator217,00e9084d1bc8e0ea_Clothing_22-23-24-25-26,00e9084d1bc8e0ea_Clothing_22-23-24-25-26_annotator217
11,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",36,0,2,0,4,4,7,9,4,115355.jpg,0,"[[10, 7, 209, 213]]",Others,0,500,333,annotator217,115355_Object 0_0,115355_Object 0_0_annotator217
4,"[0, 1, 0, 0, 0, 0]",4,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",36,0,2,0,4,4,7,9,4,bcb77ce7916f4fff.jpg,1,"[[0, 270, 1024, 497]]",Others,0,1024,768,annotator217,bcb77ce7916f4fff_Building_0,bcb77ce7916f4fff_Building_0_annotator217
2,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 0]",36,0,2,0,4,4,7,9,4,2310a9d90806ca38.jpg,1,"[[205, 310, 634, 304], [206, 470, 140, 147], [361, 309, 95, 144], [370, 466, 15, 48], [387, 466, 16, 45], [402, 469, 18, 39], [438, 395, 61, 52], [502, 555, 22, 34], [523, 321, 110, 128], [532, 476, 150, 141], [687, 324, 132, 128], [693, 476, 141, 131]]",Book,0,1024,682,annotator217,2310a9d90806ca38_Book_13-14-15-16-17-18-19-20-21-22-23-24,2310a9d90806ca38_Book_13-14-15-16-17-18-19-20-21-22-23-24_annotator217
