category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
9,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,017527da8bfeb97d.jpg,1,"[[522, 306, 267, 69]]",Vehicle Plate,0,1024,683,annotator491,017527da8bfeb97d_Vehicle registration plate_15,017527da8bfeb97d_Vehicle registration plate_15_annotator491
1,"[1, 0, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,07b12cccb39c75a5.jpg,1,"[[27, 184, 740, 836], [265, 252, 440, 600]]",Person,0,768,1024,annotator491,07b12cccb39c75a5_Human body_8-9,07b12cccb39c75a5_Human body_8-9_annotator491
7,"[1, 1, 1, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,18396.jpg,0,"[[149, 12, 417, 582]]",Others,0,640,597,annotator491,18396_Object 0_1,18396_Object 0_1_annotator491
17,"[0, 1, 0, 0, 0, 0]",3,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,209503.jpg,0,"[[202, 15, 255, 160]]",Others,0,640,426,annotator491,209503_television_set_2,209503_television_set_2_annotator491
13,"[0, 0, 1, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",21,0,2,0,6,7,7,8,10,18466.jpg,0,"[[330, 130, 90, 141], [95, 148, 100, 112], [193, 144, 86, 118]]",Clothing,0,500,375,annotator491,18466_dress_10-11-12,18466_dress_10-11-12_annotator491
15,"[0, 0, 1, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",21,0,2,0,6,7,7,8,10,18466.jpg,0,"[[112, 120, 17, 41], [334, 109, 36, 80], [336, 104, 31, 34], [226, 118, 19, 17], [340, 118, 23, 13], [332, 102, 43, 114]]",Accessory,0,500,375,annotator491,18466_necklace_1-2-3-4-5-6,18466_necklace_1-2-3-4-5-6_annotator491
6,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,07b12cccb39c75a5.jpg,1,"[[22, 188, 743, 825], [275, 251, 435, 598]]",Others,0,768,1024,annotator491,07b12cccb39c75a5_Mammal_12-13,07b12cccb39c75a5_Mammal_12-13_annotator491
4,"[1, 0, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,07b12cccb39c75a5.jpg,1,"[[111, 190, 182, 179], [350, 251, 94, 81]]",Person,0,768,1024,annotator491,07b12cccb39c75a5_Human hair_4-5,07b12cccb39c75a5_Human hair_4-5_annotator491
2,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,07b12cccb39c75a5.jpg,1,"[[208, 353, 27, 19], [380, 318, 15, 9], [411, 339, 11, 9]]",Person,0,768,1024,annotator491,07b12cccb39c75a5_Human eye_16-17-18,07b12cccb39c75a5_Human eye_16-17-18_annotator491
5,"[1, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",21,0,2,0,6,7,7,8,10,07b12cccb39c75a5.jpg,1,"[[108, 185, 179, 246], [352, 249, 89, 126]]",Person,0,768,1024,annotator491,07b12cccb39c75a5_Human head_10-11,07b12cccb39c75a5_Human head_10-11_annotator491
12,"[0, 0, 1, 0, 0, 0]",2,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",21,0,2,0,6,7,7,8,10,18396.jpg,0,"[[531, 433, 18, 22]]",Cigarettes,0,640,597,annotator491,18396_cigarette_0,18396_cigarette_0_annotator491
8,"[0, 1, 1, 1, 0, 0]",4,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",21,0,2,0,6,7,7,8,10,0c295283d2a46bd7.jpg,1,"[[0, 125, 765, 559], [854, 83, 169, 601]]",Others,0,1024,685,annotator491,0c295283d2a46bd7_Person_3-4,0c295283d2a46bd7_Person_3-4_annotator491
