category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
7,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,0ccdb16a34d67aaa.jpg,1,"[[282, 0, 554, 636]]",Person,0,1024,683,annotator111,0ccdb16a34d67aaa_Human hair_1,0ccdb16a34d67aaa_Human hair_1_annotator111
14,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,3a18c41d6a250c1a.jpg,1,"[[838, 374, 62, 60], [979, 222, 44, 62]]",Others,0,1024,768,annotator111,3a18c41d6a250c1a_Person_1-2,3a18c41d6a250c1a_Person_1-2_annotator111
6,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,204ddb40982865e6.jpg,1,"[[216, 138, 134, 310], [325, 475, 319, 384], [412, 96, 72, 314], [670, 96, 351, 495]]",Person,0,1024,1024,annotator111,204ddb40982865e6_Human face_0-1-2-3,204ddb40982865e6_Human face_0-1-2-3_annotator111
2,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,0ccdb16a34d67aaa.jpg,1,"[[367, 196, 527, 129]]",Accessory,0,1024,683,annotator111,0ccdb16a34d67aaa_Glasses_2,0ccdb16a34d67aaa_Glasses_2_annotator111
10,"[0, 1, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,204ddb40982865e6.jpg,1,"[[0, 382, 848, 639], [216, 31, 170, 517], [369, 29, 116, 408], [425, 0, 597, 1022]]",Others,0,1024,1024,annotator111,204ddb40982865e6_Mammal_29-30-31-32,204ddb40982865e6_Mammal_29-30-31-32_annotator111
8,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,0ccdb16a34d67aaa.jpg,1,"[[238, 3, 655, 613]]",Person,0,1024,683,annotator111,0ccdb16a34d67aaa_Human head_5,0ccdb16a34d67aaa_Human head_5_annotator111
18,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,3a18c41d6a250c1a.jpg,1,"[[321, 265, 296, 500]]",Person,0,1024,768,annotator111,3a18c41d6a250c1a_Woman_4,3a18c41d6a250c1a_Woman_4_annotator111
17,"[0, 1, 0, 0, 0, 0]",2,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,0f731adcd7458c2b.jpg,1,"[[739, 36, 284, 264]]",Screen,0,1024,768,annotator111,0f731adcd7458c2b_Television_1,0f731adcd7458c2b_Television_1_annotator111
13,"[0, 0, 0, 1, 0, 0]",1,"[0, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0]",25,0,0,0,3,5,2,10,2,238450f5d97b2d2b.jpg,1,"[[449, 356, 73, 104]]",Others,0,768,1024,annotator111,238450f5d97b2d2b_Object 0_1,238450f5d97b2d2b_Object 0_1_annotator111
8,"[0, 1, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",25,0,0,0,3,5,2,10,2,204ddb40982865e6.jpg,1,"[[286, 399, 423, 465], [609, 0, 414, 602]]",Person,0,1024,1024,annotator111,204ddb40982865e6_Human head_22-23,204ddb40982865e6_Human head_22-23_annotator111
