category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
9,"[1, 0, 0, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,179504.jpg,0,"[[581, 125, 8, 5], [202, 175, 18, 48]]",Others,0,640,400,annotator300,179504_lollipop_2-3,179504_lollipop_2-3_annotator300
1,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,145381.jpg,0,"[[28, 5, 313, 268]]",Others,0,640,426,annotator300,145381_Object 0_0,145381_Object 0_0_annotator300
7,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,326966.jpg,0,"[[77, 230, 50, 67]]",Others,0,640,608,annotator300,326966_handbag_3,326966_handbag_3_annotator300
17,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,326966.jpg,0,"[[145, 349, 14, 258]]",Others,0,640,608,annotator300,326966_walking_cane_2,326966_walking_cane_2_annotator300
13,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",52,0,1,0,5,8,8,6,8,145381.jpg,0,"[[41, 70, 29, 29], [158, 164, 47, 40], [132, 148, 45, 39], [156, 62, 36, 34], [190, 64, 32, 33], [42, 86, 100, 98], [51, 14, 27, 31], [44, 40, 28, 31], [59, 0, 36, 19], [166, 190, 46, 46], [59, 295, 46, 26], [31, 143, 13, 35], [29, 166, 43, 53], [128, 80, 32, 34], [114, 197, 55, 48], [32, 122, 12, 20], [212, 84, 42, 42], [35, 133, 8, 17]]",Others,0,640,426,annotator300,145381_pumpkin_2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19,145381_pumpkin_2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19_annotator300
15,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",52,0,1,0,5,8,8,6,8,145381.jpg,0,"[[0, 266, 639, 159], [433, 174, 206, 124]]",Others,0,640,426,annotator300,145381_tablecloth_22-23,145381_tablecloth_22-23_annotator300
5,"[0, 0, 0, 1, 0, 0]",3,"[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0]",52,0,1,0,5,8,8,6,8,145381.jpg,0,"[[59, 295, 47, 26]]",Others,0,640,426,annotator300,145381_eraser_1,145381_eraser_1_annotator300
3,"[0, 0, 0, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,709340946095cf0d.jpg,1,"[[302, 259, 219, 380]]",Others,0,1024,768,annotator300,709340946095cf0d_Person_0,709340946095cf0d_Person_0_annotator300
2,"[0, 1, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,709340946095cf0d.jpg,1,"[[0, 0, 1022, 766]]",Place Identifier,0,1024,768,annotator300,709340946095cf0d_Office building_2,709340946095cf0d_Office building_2_annotator300
4,"[0, 0, 1, 0, 0, 0]",0,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,179504.jpg,0,"[[581, 125, 8, 6]]",Cigarettes,0,640,400,annotator300,179504_cigarette_1,179504_cigarette_1_annotator300
12,"[0, 0, 1, 0, 0, 0]",3,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",52,0,1,0,5,8,8,6,8,179504.jpg,0,"[[434, 161, 35, 238]]",Others,0,640,400,annotator300,179504_necktie_0,179504_necktie_0_annotator300
8,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",52,0,1,0,5,8,8,6,8,178192.jpg,0,"[[213, 183, 176, 143], [16, 243, 233, 188]]",Screen,0,640,480,annotator300,178192_laptop_computer_3-4,178192_laptop_computer_3-4_annotator300
