category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Building,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,283dafebe225590d.jpg,OpenImages,"[[0, 1, 1020, 763]]",Others,Japan,1024,768,annotator259,283dafebe225590d_Building_1,283dafebe225590d_Building_1_annotator259
Clothing,"[0, 0, 0, 1, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,283dafebe225590d.jpg,OpenImages,"[[80, 299, 944, 435]]",Clothing,Japan,1024,768,annotator259,283dafebe225590d_Clothing_3,283dafebe225590d_Clothing_3_annotator259
Computer monitor,"[0, 0, 0, 0, 0, 1]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,16bb316c7c76b5a5.jpg,OpenImages,"[[400, 99, 283, 222]]",Screen,Japan,1024,768,annotator259,16bb316c7c76b5a5_Computer monitor_0,16bb316c7c76b5a5_Computer monitor_0_annotator259
Human hair,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,6e38935a10c37c78.jpg,OpenImages,"[[260, 188, 78, 79], [591, 183, 90, 72]]",Person,Japan,1024,681,annotator259,6e38935a10c37c78_Human hair_0-1,6e38935a10c37c78_Human hair_0-1_annotator259
Human leg,"[1, 1, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,283dafebe225590d.jpg,OpenImages,"[[220, 447, 796, 320]]",Person,Japan,1024,768,annotator259,283dafebe225590d_Human leg_0,283dafebe225590d_Human leg_0_annotator259
Manual Label,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,0e2868759e7a615c.jpg,OpenImages,"[[404, 476, 155, 67]]",Others,Japan,1024,768,annotator259,0e2868759e7a615c_Manual Label_0,0e2868759e7a615c_Manual Label_0_annotator259
Object 0,"[1, 0, 0, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,13659.jpg,LVIS,"[[171, 226, 120, 111]]",Others,Japan,640,480,annotator259,13659_Object 0_4,13659_Object 0_4_annotator259
Object 1,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,13659.jpg,LVIS,"[[444, 2, 25, 66]]",Others,Japan,640,480,annotator259,13659_Object 1_5,13659_Object 1_5_annotator259
Office building,"[0, 1, 0, 0, 1, 0]",4,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,6e38935a10c37c78.jpg,OpenImages,"[[0, 0, 1022, 677]]",Place Identifier,Japan,1024,681,annotator259,6e38935a10c37c78_Office building_11,6e38935a10c37c78_Office building_11_annotator259
Person,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,12527a39a5152a59.jpg,OpenImages,"[[130, 158, 288, 418], [601, 195, 366, 673]]",Others,Japan,1024,869,annotator259,12527a39a5152a59_Person_0-1,12527a39a5152a59_Person_0-1_annotator259
Person,"[1, 1, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,283dafebe225590d.jpg,OpenImages,"[[84, 278, 939, 489]]",Others,Japan,1024,768,annotator259,283dafebe225590d_Person_2,283dafebe225590d_Person_2_annotator259
Person,"[1, 1, 1, 0, 0, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,6e38935a10c37c78.jpg,OpenImages,"[[221, 188, 221, 492], [542, 183, 211, 497]]",Others,Japan,1024,681,annotator259,6e38935a10c37c78_Person_4-5,6e38935a10c37c78_Person_4-5_annotator259
Poster,"[0, 1, 0, 0, 0, 0]",2,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,6e38935a10c37c78.jpg,OpenImages,"[[134, 132, 212, 439], [705, 129, 202, 456]]",Others,Japan,1024,681,annotator259,6e38935a10c37c78_Poster_2-3,6e38935a10c37c78_Poster_2-3_annotator259
Sink,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,0e2868759e7a615c.jpg,OpenImages,"[[388, 484, 199, 155]]",Others,Japan,1024,768,annotator259,0e2868759e7a615c_Sink_2,0e2868759e7a615c_Sink_2_annotator259
mask,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",31,Male,0,CrowdWorks,6,4,5,6,7,119994.jpg,LVIS,"[[108, 139, 35, 41], [195, 148, 21, 37]]",Others,Japan,640,427,annotator259,119994_mask_0-1,119994_mask_0-1_annotator259
