category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Car,"[0, 0, 0, 0, 0, 1]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,0197df7725980004.jpg,OpenImages,"[[150, 143, 751, 461]]",Others,UK,1024,681,annotator577,0197df7725980004_Car_0,0197df7725980004_Car_0_annotator577
House,"[0, 1, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,cf98919686aa9981.jpg,OpenImages,"[[435, 548, 446, 219]]",Others,UK,1024,768,annotator577,cf98919686aa9981_House_8,cf98919686aa9981_House_8_annotator577
Human body,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,6dc9c50218de115b.jpg,OpenImages,"[[0, 295, 326, 340], [364, 227, 196, 249], [825, 328, 176, 182], [867, 340, 139, 168], [968, 379, 56, 184]]",Person,UK,1024,768,annotator577,6dc9c50218de115b_Human body_7-8-9-10-11,6dc9c50218de115b_Human body_7-8-9-10-11_annotator577
Human head,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,6dc9c50218de115b.jpg,OpenImages,"[[110, 319, 126, 147], [454, 227, 49, 60], [892, 339, 84, 76]]",Person,UK,1024,768,annotator577,6dc9c50218de115b_Human head_12-13-14,6dc9c50218de115b_Human head_12-13-14_annotator577
Object 0,"[0, 0, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,215778.jpg,LVIS,"[[167, 28, 241, 179]]",Others,UK,640,427,annotator577,215778_Object 0_10,215778_Object 0_10_annotator577
Object 0,"[0, 0, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,383703.jpg,LVIS,"[[255, 26, 139, 197]]",Others,UK,425,640,annotator577,383703_Object 0_0,383703_Object 0_0_annotator577
Object 0,"[1, 0, 0, 0, 0, 0]",5,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,111609.jpg,LVIS,"[[339, 82, 129, 149]]",Others,UK,640,429,annotator577,111609_Object 0_0,111609_Object 0_0_annotator577
Object 1,"[0, 1, 0, 0, 0, 0]",5,"[0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,383703.jpg,LVIS,"[[306, 68, 73, 63]]",Others,UK,425,640,annotator577,383703_Object 1_1,383703_Object 1_1_annotator577
Person,"[0, 0, 0, 1, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,0197df7725980004.jpg,OpenImages,"[[203, 19, 820, 271]]",Others,UK,1024,681,annotator577,0197df7725980004_Person_1,0197df7725980004_Person_1_annotator577
Person,"[1, 0, 0, 0, 0, 0]",4,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",34,Female,0,Prolific,3,5,6,9,9,6dc9c50218de115b.jpg,OpenImages,"[[0, 319, 307, 313], [364, 227, 196, 251], [852, 336, 144, 182]]",Others,UK,1024,768,annotator577,6dc9c50218de115b_Person_0-1-2,6dc9c50218de115b_Person_0-1-2_annotator577
