category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,frequency,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originalDataset,bbox,DIPACategory,nationality,width,height,AnnotatorId,ObjectId,ObjectAnnotatorId
Clothing,"[1, 0, 1, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0]",37,Male,1,Prolific,2,6,7,8,3,70f4fa357528a5d3.jpg,OpenImages,"[[400, 244, 431, 438]]",Clothing,UK,1024,683,annotator575,70f4fa357528a5d3_Clothing_9,70f4fa357528a5d3_Clothing_9_annotator575
Girl,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,4ad6955cadc6eafa.jpg,OpenImages,"[[220, 188, 312, 799]]",Person,UK,681,1024,annotator575,4ad6955cadc6eafa_Girl_1,4ad6955cadc6eafa_Girl_1_annotator575
Human body,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,4ad6955cadc6eafa.jpg,OpenImages,"[[218, 188, 311, 796]]",Person,UK,681,1024,annotator575,4ad6955cadc6eafa_Human body_2,4ad6955cadc6eafa_Human body_2_annotator575
Human face,"[1, 0, 0, 0, 0, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[396, 108, 201, 274]]",Person,UK,764,1024,annotator575,291f50e909f7872e_Human face_0,291f50e909f7872e_Human face_0_annotator575
Human head,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[358, 67, 246, 319]]",Person,UK,764,1024,annotator575,291f50e909f7872e_Human head_3,291f50e909f7872e_Human head_3_annotator575
Mammal,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[20, 67, 741, 718]]",Others,UK,764,1024,annotator575,291f50e909f7872e_Mammal_4,291f50e909f7872e_Mammal_4_annotator575
Man,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,291f50e909f7872e.jpg,OpenImages,"[[17, 68, 746, 718]]",Person,UK,764,1024,annotator575,291f50e909f7872e_Man_6,291f50e909f7872e_Man_6_annotator575
Object 0,"[0, 0, 1, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,187886.jpg,LVIS,"[[82, 58, 33, 94]]",Others,UK,500,375,annotator575,187886_Object 0_74,187886_Object 0_74_annotator575
Object 0,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0]",37,Male,1,Prolific,2,6,7,8,3,150265.jpg,LVIS,"[[56, 80, 53, 59]]",Others,UK,480,640,annotator575,150265_Object 0_15,150265_Object 0_15_annotator575
Object 0,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,286182.jpg,LVIS,"[[282, 95, 92, 78]]",Others,UK,478,640,annotator575,286182_Object 0_5,286182_Object 0_5_annotator575
Object 0,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",37,Male,1,Prolific,2,6,7,8,3,70f4fa357528a5d3.jpg,OpenImages,"[[520, 32, 215, 219]]",Others,UK,1024,683,annotator575,70f4fa357528a5d3_Object 0_10,70f4fa357528a5d3_Object 0_10_annotator575
